"configuration","problem","model","data_file","status","time","objectiveBound","variables","solveTime","paths","intVars","peakMem","run","flatBoolVars","nodes","flatIntConstraints","openNodes","failures","peakDepth","initTime","propagations","boolVariables","flatIntVars","nSolutions","evaluatedHalfReifiedConstraints","flatBoolConstraints","flatTime","solver_objective","propagators","optTime","method","eliminatedImplications","backjumps","restarts","objective","randomSeed","eliminatedLinearConstraints","evaluatedReifiedConstraints","baseMem","nogoods","trailMem"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-04.dzn","SATISFIED","300.5215887449449","7143","","3.38731","0","","","endtimes_reverse-cp2025_big","1258","","1567","","9649","","","3752369","637","736","3","378","1210","0.425069","11246","","","minimize","484","","","11246","","","378","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-02.dzn","UNKNOWN","302.8262198281009","","","","0","","","endtimes_reverse-cp2025_big","24687","","24797","","","","","","","2279","0","427","14404","2.05462","","","","minimize","726","","","","","","21956","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-06.dzn","OPTIMAL_SOLUTION","0.9425052319420502","1006","","0.282793","0","","","endtimes_reverse-cp2025_big","988","","806","","192","","","94715","23","382","2","378","1210","0.265483","1006","","","minimize","484","","","1006","","","378","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-06.dzn","OPTIMAL_SOLUTION","0.6347817539935932","","5666","0.009","0","292","0.0","endtimes_reverse-cp2025_big","1018","66","884","","3","62","0.051","6597","5372","287","1","81","879","0.284357","4198","1248","0.007","minimize","121","1","1","4198","1384066054","","616","0.0","3","0.63"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-02.dzn","UNKNOWN","310.9004727299325","","","","0","","","endtimes_reverse-cp2025_big","203057","","194017","","","","","","","7862","0","2735","118186","12.081","","","","minimize","4840","","","","","","190692","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","OPTIMAL_SOLUTION","0.7184377709636465","","12019","0.049","0","298","0.0","endtimes_reverse-cp2025_big","993","415","883","","351","58","0.072","324686","11719","297","1","74","871","0.288158","7137","1240","0.016","minimize","121","7","1","7137","-1286021158","","600","0.0","351","0.94"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-03.dzn","UNKNOWN","302.68285718001425","","","","0","","","endtimes_reverse-cp2025_big","23910","","23994","","","","","","","2263","0","428","14020","1.85965","","","","minimize","726","","","","","","21188","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-03.dzn","SATISFIED","302.6941445709672","","","","0","","","endtimes_reverse-cp2025_big","23910","","23994","","","","","","","2263","2","428","14020","1.91974","","","","minimize","726","","","136239","","","21188","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","SATISFIED","303.5725790509023","","","","0","","","endtimes_reverse-cp2025_big","34162","","33712","","","","","","","2593","2","560","20008","2.53059","","","","minimize","968","","","249908","","","30880","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","SATISFIED","303.53075903397985","","","","0","","","endtimes_reverse-cp2025_big","39077","","38373","","","","","","","2766","5","628","22893","2.78463","","","","minimize","1089","","","189744","","","35508","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-06.dzn","UNKNOWN","303.2455621911213","","","","0","","","endtimes_reverse-cp2025_big","33024","","32657","","","","","","","2647","0","562","19414","2.55146","","","","minimize","968","","","","","","29692","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-02.dzn","SATISFIED","302.5491340201115","","","","0","","","endtimes_reverse-cp2025_big","19295","","19597","","","","","","","2046","1","352","11312","1.63823","","","","minimize","605","","","103083","","","16914","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-05.dzn","UNKNOWN","302.25581259303726","","","","0","","","endtimes_reverse-cp2025_big","20306","","18855","","","","","","","1866","0","562","13358","1.54078","","","","minimize","968","","","","","","17580","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-06.dzn","SATISFIED","301.6519863749854","152678","","151.508","0","","","endtimes_reverse-cp2025_big","4332","","5094","","0","","","0","0","2451","44","1323","4235","1.03301","164286","","","minimize","1694","","","164286","","","1323","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-06.dzn","OPTIMAL_SOLUTION","0.6388998510083184","","5661","0.008","0","292","0.0","endtimes_reverse-cp2025_big","1018","66","884","","3","62","0.051","6657","5367","287","1","81","879","0.284247","4198","1248","0.007","minimize","121","1","1","4198","405788765","","616","0.0","3","0.63"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-05.dzn","SATISFIED","301.8321154159494","","93872","298.763","0","1609","0.0","endtimes_reverse-cp2025_big","13082","416952","13250","","414986","249","0.937","1932734840","92261","1579","1","280","7896","1.2282","33959","23376","0.4","minimize","484","630","18","33959","-816573207","","11224","0.0","414986","3.16"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-06.dzn","OPTIMAL_SOLUTION","16.24053821200505","","243044","15.081","0","653","0.0","endtimes_reverse-cp2025_big","3332","7183","3199","","6036","122","0.19","51852571","242389","645","2","144","2395","0.495992","12156","5194","0.511","minimize","242","939","2","12156","-412351087","","2506","0.0","6036","4.75"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-01.dzn","UNKNOWN","307.9921714460943","","","","0","","","endtimes_reverse-cp2025_big","135131","","128788","","","","","","","6221","0","2055","79930","7.73041","","","","minimize","3630","","","","","","125600","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-02.dzn","SATISFIED","307.1122784120962","269122","","17.5542","0","","","endtimes_reverse-cp2025_big","19910","","15721","","20337","","","16091234","6693","7818","2","7560","24200","2.7387","275434","","","minimize","9680","","","275434","","","7560","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-05.dzn","SATISFIED","302.9366337240208","","","","0","","","endtimes_reverse-cp2025_big","27000","","26830","","","","","","","2436","3","495","15993","2.047759","","","","minimize","847","","","153172","","","23992","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-05.dzn","SATISFIED","301.3733043819666","","387646","299.225","0","1048","0.0","endtimes_reverse-cp2025_big","5932","120263","6295","","117245","133","0.58","604894841","386596","1027","4","156","3536","0.766846","45273","10371","7.616","minimize","242","2466","4","45273","350597509","","4788","0.0","117245","7.12"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-01.dzn","SATISFIED","301.3872519999277","","131523","299.079","0","1272","0.0","endtimes_reverse-cp2025_big","8239","1774493","8424","","1714564","193","0.625","1416271068","130249","1246","5","220","5101","0.911708","33711","14291","188.989","minimize","363","58949","5","33711","1709603856","","6776","0.0","1714564","7.12"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","OPTIMAL_SOLUTION","0.6376724329311401","","104606","0.007","0","144","0.0","endtimes_reverse-cp2025_big","91","10","190","","1","9","0.131","779","104460","83","1","3","10","0.212048","3994","178","0.007","minimize","","0","1","3994","-1516326420","","20","0.0","1","0.63"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","OPTIMAL_SOLUTION","0.4379812889965251","1372","87","0.01","0","","1.0","endtimes_reverse-cp2025_big","50","0","110","","4","","0.0","","","50","1","","4","0.171775","1372","151","","minimize","","","","1372","","","8","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","OPTIMAL_SOLUTION","7.618659441010095","","567573","6.079","0","596","0.0","endtimes_reverse-cp2025_big","1089","4999","1022","","2625","64","0.808","2650915","566975","323","1","72","909","0.29998","3070","1458","0.016","minimize","121","2130","15","3070","1734540099","","676","0.0","2625","0.94"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-02.dzn","OPTIMAL_SOLUTION","0.7478556520072743","","10367","0.017","0","377","0.0","endtimes_reverse-cp2025_big","1186","166","1175","","52","64","0.097","60340","9988","374","1","77","935","0.31381","8724","1618","0.012","minimize","121","50","1","8724","-1070619616","","728","0.0","52","0.19"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","SATISFIED","301.3952909570653","97596","","10.7281","0","","","endtimes_reverse-cp2025_big","3370","","4385","","4676","","","1288601","1562","2097","2","945","3025","0.931593","111999","","","minimize","1210","","","111999","","","945","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","SATISFIED","300.70129972393624","49929","","2.30429","0","","","endtimes_reverse-cp2025_big","1460","","2094","","9893","","","2633147","731","988","2","378","1210","0.525968","61784","","","minimize","484","","","61784","","","378","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-03.dzn","OPTIMAL_SOLUTION","0.48303504299838096","295","","0.023789","0","","","endtimes_reverse-cp2025_big","14","","44","","0","","","0","0","17","1","","","0.166929","295","","","minimize","","","","295","","","","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-06.dzn","SATISFIED","302.1316283340566","","","","0","","","endtimes_reverse-cp2025_big","13084","","13352","","","","","","","1647","1","276","7876","1.23219","","","","minimize","484","","","39211","","","11184","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-03.dzn","UNKNOWN","302.9989443500526","","","","0","","","endtimes_reverse-cp2025_big","30585","","30560","","","","","","","2520","0","484","17764","2.38434","","","","minimize","847","","","","","","27534","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-03.dzn","SATISFIED","300.68140252796","5795","1032","299.46","0","","83.0","endtimes_reverse-cp2025_big","3598","504488","3672","","242727","","0.14","","","772","11","","2482","0.534101","8943","3176","","minimize","242","","","8943","","","2816","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-03.dzn","OPTIMAL_SOLUTION","6.450468549039215","8893","","5.9646","0","","","endtimes_reverse-cp2025_big","1206","1562","7466","144","","","","","","4744","13","4014","","1.51619","8893","","","minimize","","","","8893","","610","1714","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-03.dzn","SATISFIED","310.7125457008369","","","","0","","","endtimes_reverse-cp2025_big","204267","","195253","","","","","","","7878","2","2735","118786","12.9155","","","","minimize","4840","","","328458","","","191892","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","UNKNOWN","303.4315962109249","","","","0","","","endtimes_reverse-cp2025_big","41021","","39817","","","","","","","3120","0","766","24709","2.91295","","","","minimize","1331","","","","","","36856","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-05.dzn","OPTIMAL_SOLUTION","3.5745377510320395","14021","","3.1158","0","","","endtimes_reverse-cp2025_big","1714","1","12107","","","","","","","7065","4","5537","","2.00732","14021","","","minimize","","","","14021","","1220","2014","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-04.dzn","UNKNOWN","303.09657389693893","","","","0","","","endtimes_reverse-cp2025_big","32038","","31669","","","","","","","2641","0","558","18932","2.42532","","","","minimize","968","","","","","","28728","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","UNKNOWN","302.6413390140515","","","","0","","","endtimes_reverse-cp2025_big","27967","","27362","","","","","","","2421","0","1291","16738","2.09357","","","","minimize","847","","","","","","24547","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","302.41298531601205","","","","0","","","endtimes_reverse-cp2025_big","15013","","15399","","","","","","","1763","1","289","8780","1.37853","","","","minimize","484","","","103448","","","12992","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","SATISFIED","301.9482033010572","","161060","298.881","0","1607","0.0","endtimes_reverse-cp2025_big","12358","634738","12523","","448595","253","0.992","1721468512","159451","1577","2","280","7535","1.11051","49608","21928","116.63","minimize","484","184519","20","49608","-615955447","","10502","0.0","448595","2.11"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","302.42314676195383","","","","0","","","endtimes_reverse-cp2025_big","15013","","15399","","","","","","","1763","1","289","8780","1.38281","","","","minimize","484","","","91997","","","12992","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-02.dzn","SATISFIED","302.7626630871091","","","","0","","","endtimes_reverse-cp2025_big","24687","","24797","","","","","","","2279","2","427","14404","1.93377","","","","minimize","726","","","139291","","","21956","","",""
