"configuration","problem","model","data_file","status","time","objectiveBound","variables","solveTime","paths","intVars","peakMem","run","flatBoolVars","nodes","flatIntConstraints","openNodes","failures","peakDepth","initTime","propagations","boolVariables","flatIntVars","nSolutions","evaluatedHalfReifiedConstraints","flatBoolConstraints","flatTime","solver_objective","propagators","optTime","method","eliminatedImplications","backjumps","restarts","objective","randomSeed","eliminatedLinearConstraints","evaluatedReifiedConstraints","baseMem","nogoods","trailMem"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-01.dzn","OPTIMAL_SOLUTION","0.7124743310268968","916","","0.090899","0","","","endtimes_reverse-cp2025_big","526","","513","","41","","","18317","84","237","3","189","605","0.228985","916","","","minimize","242","","","916","","","189","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-03.dzn","UNKNOWN","302.7835515597835","","","","0","","","endtimes_reverse-cp2025_big","27446","","27294","","","","","","","2448","0","495","16210","2.10501","","","","minimize","847","","","","","","24426","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-01.dzn","OPTIMAL_SOLUTION","0.9853576240129769","12005","","0.109349","0","","","endtimes_reverse-cp2025_big","616","","699","","10","","","9329","88","328","2","189","605","0.266511","12005","","","minimize","242","","","12005","","","189","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-05.dzn","SATISFIED","301.05040753190406","","186274","299.316","0","923","0.0","endtimes_reverse-cp2025_big","4870","270807","5077","","239751","127","0.432","552613040","185349","903","4","152","3056","0.674848","26195","8268","0.354","minimize","242","30215","20","26195","-723782930","","3828","0.0","239751","2.11"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","SATISFIED","302.13324334588833","","","","0","","","endtimes_reverse-cp2025_big","14020","","14319","","","","","","","1677","1","280","8328","1.34023","","","","minimize","484","","","81578","","","12088","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","OPTIMAL_SOLUTION","0.4781647260533646","","26098","0.002","0","36","0.0","endtimes_reverse-cp2025_big","30","3","74","","0","3","0.024","210","26060","34","1","","2","0.195654","580","69","0.002","minimize","","0","1","580","1081571723","","4","0.0","0","0.05"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-01.dzn","UNKNOWN","307.6604746009689","123884.215084","","268.1456","0","","","endtimes_reverse-cp2025_big","10059","1","180568","","","","","","","113474","0","103896","","31.7964","","","","minimize","","","","","","7625","11649","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-06.dzn","OPTIMAL_SOLUTION","0.6623854519566521","","149399","0.007","0","120","0.0","endtimes_reverse-cp2025_big","82","5","198","","0","5","0.158","595","149277","89","1","","7","0.200625","2740","186","0.007","minimize","","0","1","2740","-729028122","","14","0.0","0","0.19"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-04.dzn","SATISFIED","301.84891415096354","","","","0","","","endtimes_reverse-cp2025_big","7336","","7450","","","","","","","1180","6","211","4685","0.866128","","","","minimize","363","","","38069","","","5944","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-02.dzn","UNKNOWN","303.90071899513714","","","","0","","","endtimes_reverse-cp2025_big","38796","","37812","","","","","","","2923","0","696","23185","2.7488","","","","minimize","1210","","","","","","34950","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-03.dzn","SATISFIED","302.74250404699706","234496.39514","","300.4527","0","","","endtimes_reverse-cp2025_big","4920","822","65967","329","","","","","","41862","41","38185","","12.5426","241477","","","minimize","","","","241477","","3050","6541","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","SATISFIED","301.2382933628978","","565880","299.699","0","596","0.0","endtimes_reverse-cp2025_big","1089","71583","1022","","70784","64","0.804","94743330","565282","323","1","72","909","0.293186","3070","1458","0.016","minimize","121","727","1","3070","-710461655","","676","0.0","70784","0.94"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-01.dzn","SATISFIED","302.1172488220036","","","","0","","","endtimes_reverse-cp2025_big","14388","","14712","","","","","","","1703","1","284","8498","1.32851","","","","minimize","484","","","50191","","","12428","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-05.dzn","SATISFIED","302.09994090895634","","","","0","","","endtimes_reverse-cp2025_big","13082","","13250","","","","","","","1579","1","280","7896","1.13848","","","","minimize","484","","","32986","","","11224","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-01.dzn","SATISFIED","303.6536380490288","","","","0","","","endtimes_reverse-cp2025_big","36713","","36009","","","","","","","2766","2","630","21710","2.70441","","","","minimize","1089","","","199638","","","33142","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","UNKNOWN","303.4706336790696","","","","0","","","endtimes_reverse-cp2025_big","39077","","38373","","","","","","","2766","0","628","22893","2.69911","","","","minimize","1089","","","","","","35508","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","OPTIMAL_SOLUTION","10.979167933925055","12750","","9.95839","0","","","endtimes_reverse-cp2025_big","686","","942","","17224","","","6118462","609","439","5","189","605","0.29848","12750","","","minimize","242","","","12750","","","189","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-01.dzn","OPTIMAL_SOLUTION","0.6520800759317353","","4209","0.009","0","297","0.0","endtimes_reverse-cp2025_big","1017","64","907","","3","58","0.056","5673","3910","292","1","72","885","0.284228","2374","1304","0.008","minimize","121","4","1","2374","-1113694318","","628","0.0","3","0.63"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-04.dzn","SATISFIED","302.334697579965","87338.9847549","","300.2207","0","","","endtimes_reverse-cp2025_big","4271","1800","55572","426","","","","","","35639","47","32668","","10.1131","92288","","","minimize","","","","92288","","2440","5938","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-03.dzn","UNKNOWN","302.8951902259141","","","","0","","","endtimes_reverse-cp2025_big","27446","","27294","","","","","","","2448","0","495","16210","2.16853","","","","minimize","847","","","","","","24426","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","300.6491134929238","","129172","299.467","0","732","0.0","endtimes_reverse-cp2025_big","3194","204236","3180","","169228","127","0.187","1224749311","128438","717","1","140","2302","0.526788","5187","4995","0.02","minimize","242","34536","16","5187","-61692019","","2320","0.0","169228","3.16"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-02.dzn","SATISFIED","302.7481631389819","","","","0","","","endtimes_reverse-cp2025_big","24687","","24797","","","","","","","2279","3","427","14404","1.96667","","","","minimize","726","","","131332","","","21956","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-06.dzn","OPTIMAL_SOLUTION","0.8369741099886596","4198","","0.095926","0","","","endtimes_reverse-cp2025_big","578","","607","","7","","","6315","79","283","1","189","605","0.256239","4198","","","minimize","242","","","4198","","","189","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","SATISFIED","300.7653617610922","","84109","299.419","0","845","0.0","endtimes_reverse-cp2025_big","3950","401273","4097","","383907","130","0.277","968094309","83262","831","4","136","2642","0.572029","13673","6578","0.136","minimize","242","16822","4","13673","-157205749","","3000","0.0","383907","3.16"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-04.dzn","SATISFIED","303.2173557130154","","","","0","","","endtimes_reverse-cp2025_big","32038","","31669","","","","","","","2641","3","558","18932","2.44516","","","","minimize","968","","","98234","","","28728","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","SATISFIED","302.1832043809118","","","","0","","","endtimes_reverse-cp2025_big","13944","","14205","","","","","","","1669","1","292","8279","1.28311","","","","minimize","484","","","101096","","","11990","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-06.dzn","SATISFIED","301.67720835190266","139432.592503","","300.0181","0","","","endtimes_reverse-cp2025_big","3220","3653","37147","599","","","","","","24290","43","22483","","7.58861","140699","","","minimize","","","","140699","","1525","4935","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-03.dzn","SATISFIED","300.8119094140129","","136359","299.451","0","801","0.0","endtimes_reverse-cp2025_big","3598","523678","3687","","352265","127","0.292","885501991","135556","787","2","136","2482","0.540149","8932","5860","0.455","minimize","242","170703","19","8932","-819450212","","2680","0.0","352265","0.94"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","OPTIMAL_SOLUTION","0.6471693590283394","","8112","0.009","0","308","0.0","endtimes_reverse-cp2025_big","1000","66","898","","3","62","0.056","7693","7802","303","1","75","870","0.28672","5357","1247","0.008","minimize","121","1","1","5357","1912206917","","598","0.0","3","2.11"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-02.dzn","OPTIMAL_SOLUTION","0.5460743219591677","","64500","0.002","0","55","0.0","endtimes_reverse-cp2025_big","46","4","114","","0","4","0.057","334","64443","53","1","","3","0.20575","1330","106","0.002","minimize","","0","1","1330","1383719181","","6","0.0","0","0.05"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-03.dzn","UNKNOWN","309.6469964401331","","","","0","","","endtimes_reverse-cp2025_big","166065","","158352","","","","","","","7026","0","2396","97549","9.37691","","","","minimize","4235","","","","","","155128","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","UNKNOWN","306.28101553511806","","","","0","","","endtimes_reverse-cp2025_big","81370","","77650","","","","","","","4533","0","1376","48783","5.22786","","","","minimize","2420","","","","","","74726","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-04.dzn","UNKNOWN","303.106940953061","","","","0","","","endtimes_reverse-cp2025_big","32038","","31669","","","","","","","2641","0","558","18932","2.44483","","","","minimize","968","","","","","","28728","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-02.dzn","SATISFIED","301.47507244488224","119090","","60.8828","0","","","endtimes_reverse-cp2025_big","3846","","4727","","22292","","","15441655","2306","2269","6","1134","3630","0.95273","131112","","","minimize","1452","","","131112","","","1134","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","UNKNOWN","301.7894002608955","","","","0","","","endtimes_reverse-cp2025_big","4788","","5375","","","","","","","2597","0","1512","4840","1.12081","","","","minimize","1936","","","","","","1512","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-05.dzn","SATISFIED","301.0631833480438","","185118","299.325","0","923","0.0","endtimes_reverse-cp2025_big","4870","262415","5077","","231846","127","0.432","534766015","184193","903","4","152","3056","0.665766","26195","8268","0.334","minimize","242","30043","4","26195","549970754","","3828","0.0","231846","2.11"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-02.dzn","UNKNOWN","303.32032648287714","","","","0","","","endtimes_reverse-cp2025_big","35209","","34568","","","","","","","2808","0","630","20937","2.61924","","","","minimize","1089","","","","","","31596","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","UNKNOWN","302.26250625099055","","","","0","","","endtimes_reverse-cp2025_big","14588","","14943","","","","","","","1733","0","288","8582","1.43879","","","","minimize","484","","","","","","12596","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","OPTIMAL_SOLUTION","227.59394546900876","","1058994","225.917","0","851","0.0","endtimes_reverse-cp2025_big","4028","70182","4184","","25220","155","0.281","247477799","1058141","837","254","136","2678","0.598781","10045","6734","216.322","minimize","242","11290","332","10045","208070017","","3072","0.0","25220","4.75"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-02.dzn","SATISFIED","304.7221633451991","","","","0","","","endtimes_reverse-cp2025_big","107433","","102372","","","","","","","5358","1","1716","63957","6.8828","","","","minimize","3025","","","190047","","","99364","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","OPTIMAL_SOLUTION","0.6583553609671071","","8129","0.01","0","308","0.0","endtimes_reverse-cp2025_big","1000","72","898","","4","63","0.055","8213","7819","303","1","75","870","0.292826","5357","1247","0.008","minimize","121","6","1","5357","479327336","","598","0.0","4","2.11"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-06.dzn","SATISFIED","300.6286671370035","","97953","299.505","0","653","0.0","endtimes_reverse-cp2025_big","3332","317253","3199","","314608","121","0.188","1068645646","97298","645","2","144","2395","0.48723","12156","5194","0.092","minimize","242","2394","2","12156","2129653779","","2506","0.0","314608","2.11"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-02.dzn","OPTIMAL_SOLUTION","0.5433549369918182","","64500","0.006","0","55","0.0","endtimes_reverse-cp2025_big","46","4","114","","0","4","0.057","334","64443","53","1","","3","0.202548","1330","106","0.006","minimize","","0","1","1330","461912366","","6","0.0","0","0.05"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","SATISFIED","302.21938019408844","102170","","266.551","0","","","endtimes_reverse-cp2025_big","4778","","5339","","0","","","0","0","2581","63","1512","4840","1.06643","113014","","","minimize","1936","","","113014","","","1512","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-01.dzn","SATISFIED","309.15128677501343","208651","7057","277.27","0","","2739.0","endtimes_reverse-cp2025_big","166517","69981","158755","","31076","","8.08","","","6977","70","","97775","10.432","226914","90520","","minimize","4235","","","226914","","","157976","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-02.dzn","SATISFIED","303.95811698492616","","","","0","","","endtimes_reverse-cp2025_big","48015","","46578","","","","","","","3307","1","833","28627","3.3647","","","","minimize","1452","","","171663","","","43550","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-04.dzn","SATISFIED","300.8077482660301","","110393","299.453","0","751","0.0","endtimes_reverse-cp2025_big","3236","255960","3258","","244415","124","0.301","507242407","109640","737","1","136","2320","0.538745","11246","5122","0.529","minimize","242","11063","17","11246","1098546768","","2356","0.0","244415","1.41"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-03.dzn","SATISFIED","305.706096567912","","","","0","","","endtimes_reverse-cp2025_big","80022","","76302","","","","","","","4533","1","1376","48109","5.10548","","","","minimize","2420","","","176300","","","73378","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-01.dzn","OPTIMAL_SOLUTION","0.8115345330443233","","18318","0.094","0","338","0.0","endtimes_reverse-cp2025_big","1243","547","1161","","276","65","0.086","365746","17978","332","3","80","973","0.319142","12005","1700","0.086","minimize","121","72","4","12005","78662663","","804","0.0","276","3.16"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","SATISFIED","303.19550199992955","","","","0","","","endtimes_reverse-cp2025_big","32734","","32310","","","","","","","2609","1","560","19289","2.50025","","","","minimize","968","","","146892","","","29442","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","SATISFIED","302.60256599006243","","","","0","","","endtimes_reverse-cp2025_big","21727","","22091","","","","","","","2106","2","360","12496","1.77835","","","","minimize","605","","","111999","","","19282","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-01.dzn","SATISFIED","304.45374016300775","","","","0","","","endtimes_reverse-cp2025_big","57767","","55435","","","","","","","3740","1","1036","34823","3.89528","","","","minimize","1815","","","107217","","","52516","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-06.dzn","SATISFIED","302.7437418079935","","","","0","","","endtimes_reverse-cp2025_big","20156","","20489","","","","","","","2076","8","353","11728","1.65384","","","","minimize","605","","","161087","","","17746","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-06.dzn","OPTIMAL_SOLUTION","0.6404634889913723","","5666","0.009","0","292","0.0","endtimes_reverse-cp2025_big","1018","66","884","","3","62","0.052","6597","5372","287","1","81","879","0.289026","4198","1248","0.007","minimize","121","1","1","4198","275050305","","616","0.0","3","0.63"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-01.dzn","UNKNOWN","304.47134908800945","","","","0","","","endtimes_reverse-cp2025_big","57767","","55435","","","","","","","3740","0","1036","34823","3.9737","","","","minimize","1815","","","","","","52516","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-05.dzn","SATISFIED","300.59154177096207","44443","","273.137","0","","","endtimes_reverse-cp2025_big","1502","","2155","","0","","","0","0","1021","90","378","1210","0.55451","45039","","","minimize","484","","","45039","","","378","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-06.dzn","OPTIMAL_SOLUTION","0.4189606530126184","","8840","0.003","0","19","0.0","endtimes_reverse-cp2025_big","14","1","36","","0","1","0.01","52","8819","17","1","","","0.170592","279","31","0.003","minimize","","0","1","279","1847544534","","","0.0","0","0.04"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-05.dzn","SATISFIED","302.95375755103305","","","","0","","","endtimes_reverse-cp2025_big","27000","","26830","","","","","","","2436","1","495","15993","2.17678","","","","minimize","847","","","150514","","","23992","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-03.dzn","UNKNOWN","309.8956206899602","","","","0","","","endtimes_reverse-cp2025_big","166065","","158352","","","","","","","7026","0","2396","97549","9.80574","","","","minimize","4235","","","","","","155128","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","SATISFIED","302.22903906391","","","","0","","","endtimes_reverse-cp2025_big","13944","","14205","","","","","","","1669","1","292","8279","1.27472","","","","minimize","484","","","101607","","","11990","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-01.dzn","OPTIMAL_SOLUTION","0.5350830410607159","","72946","0.005","0","55","0.0","endtimes_reverse-cp2025_big","44","4","112","","0","4","0.064","324","72889","53","1","","2","0.194348","1493","102","0.005","minimize","","0","1","1493","-1725895750","","4","0.0","0","0.08"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","UNKNOWN","302.627358176047","","","","0","","","endtimes_reverse-cp2025_big","20451","","20815","","","","","","","2106","0","360","11858","1.72675","","","","minimize","605","","","","","","18006","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","302.46830369799864","","","","0","","","endtimes_reverse-cp2025_big","15013","","15399","","","","","","","1763","1","289","8780","1.39608","","","","minimize","484","","","103448","","","12992","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-03.dzn","SATISFIED","303.513868130045","187521","3540","280.53","0","","782.0","endtimes_reverse-cp2025_big","38141","244613","37134","","109733","","1.96","","","2890","60","","22852","2.71448","244083","23440","","minimize","1210","","","244083","","","34981","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","SATISFIED","302.24852289794944","","","","0","","","endtimes_reverse-cp2025_big","14588","","14943","","","","","","","1733","3","288","8582","1.34265","","","","minimize","484","","","93272","","","12596","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","SATISFIED","302.7378703029826","","","","0","","","endtimes_reverse-cp2025_big","25498","","25692","","","","","","","2327","4","420","14798","2.00976","","","","minimize","726","","","88005","","","22744","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-03.dzn","SATISFIED","302.04944044398144","","","","0","","","endtimes_reverse-cp2025_big","9638","","9957","","","","","","","1346","2","217","5764","0.953941","","","","minimize","363","","","51054","","","8102","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-06.dzn","SATISFIED","301.5714334610384","118622","","1.00465","0","","","endtimes_reverse-cp2025_big","3342","","4326","","456","","","158261","519","2068","1","945","3025","0.901186","188192","","","minimize","1210","","","188192","","","945","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-06.dzn","SATISFIED","300.5906612490071","26449","718","299.57","0","","61.0","endtimes_reverse-cp2025_big","2202","1479813","2328","","719973","","0.08","","","491","27","","1380","0.422606","27481","2041","","minimize","121","","","27481","","","1705","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","SATISFIED","302.96948660793714","","","","0","","","endtimes_reverse-cp2025_big","24271","","24381","","","","","","","2279","1","425","14197","1.92218","","","","minimize","726","","","176597","","","21542","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","UNKNOWN","302.807500096038","","","","0","","","endtimes_reverse-cp2025_big","23822","","23906","","","","","","","2263","0","428","13976","2.01349","","","","minimize","726","","","","","","21100","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-06.dzn","SATISFIED","301.3758637479041","120871","","137.303","0","","","endtimes_reverse-cp2025_big","3370","","4385","","15454","","","18644948","2137","2097","2","945","3025","0.9308","141725","","","minimize","1210","","","141725","","","945","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-06.dzn","OPTIMAL_SOLUTION","0.8400829510064796","4198","","0.100525","0","","","endtimes_reverse-cp2025_big","578","","607","","7","","","6330","79","283","1","189","605","0.259052","4198","","","minimize","242","","","4198","","","189","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-02.dzn","UNKNOWN","302.4671568130143","","","","0","","","endtimes_reverse-cp2025_big","6716","","6770","","","","","","","3291","0","2268","7260","1.33928","","","","minimize","2904","","","","","","2268","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-01.dzn","SATISFIED","301.821045966004","","","","0","","","endtimes_reverse-cp2025_big","8239","","8424","","","","","","","1246","1","220","5101","0.849235","","","","minimize","363","","","33722","","","6776","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","OPTIMAL_SOLUTION","0.7208706008968875","","12548","0.058","0","298","0.0","endtimes_reverse-cp2025_big","993","740","883","","457","58","0.071","379271","12248","297","1","74","871","0.28334","7137","1240","0.02","minimize","121","217","3","7137","649600997","","600","0.0","457","0.94"
