"configuration","problem","model","data_file","status","time","failures","paths","run","intVars","method","randomSeed","backjumps","solveTime","nogoods","flatTime","error","openNodes","evaluatedReifiedConstraints","eliminatedImplications","flatIntVars","nodes","flatIntConstraints","propagators","restarts","trailMem","baseMem","eliminatedLinearConstraints","flatBoolConstraints","flatBoolVars","initTime","evaluatedHalfReifiedConstraints","nSolutions","boolVariables","peakDepth","propagations","peakMem","variables"
"chuffed_fixed_standardrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-03.dzn","SATISFIED","2.672375414520502","1","0","sat_appear-cp2025","947","satisfy","1708633638","0","0.034","1","0.4174","","","1048","392","944","104","1916","2455","0","0.42","0.0","","2057","1844","1.427","422","1","1214369","102","7581","0.0","1215318"
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-04.dzn","SATISFIED","0.6863736733794212","0","0","sat_appear-cp2025","34","satisfy","497488060","0","0.005","0","0.242817","","","","","31","4","65","54","0","0.05","0.0","","","28","0.042","","1","32146","3","190","0.0","32182"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-05.dzn","SATISFIED","2.1840649880468845","1","0","sat_appear-cp2025","2518","satisfy","-1967172200","0","0.031","1","0.989054","","","5335","980","2507","266","7781","11851","0","7.12","0.0","","6500","7482","0.501","1055","1","26244","264","36010","0.0","28764"
"cpsat_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-05.dzn","ERROR","0.22352766245603561","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_priorityrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-03.dzn","SATISFIED","3.225251693278551","5","0","sat_appear-cp2025","1887","satisfy","-1020804067","0","0.05","5","1.2164","","","13398","1089","1877","472","14363","25937","0","4.75","0.0","","11838","16267","1.016999","612","1","27762","466","85736","0.0","29651"
"cpsat_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-03.dzn","ERROR","0.22690854594111443","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-05.dzn","SATISFIED","1.128093209117651","0","0","sat_appear-cp2025","241","satisfy","1580499963","0","0.015","0","0.234581","","","482","121","237","57","646","916","0","0.42","0.0","","812","827","0.418","68","1","353543","56","2191","0.0","353786"
"cpsat_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-04.dzn","ERROR","0.2156500518321991","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-06.dzn","SATISFIED","0.7309260964393616","1","0","sat_appear-cp2025","","satisfy","","","0.04","","0.281422","","","1396","242","414","12","1470","1402","","","","","1772","1898","0.03","","1","","","","12.0","430"
"cpsat_fixed_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-02.dzn","ERROR","0.21197203919291496","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-06.dzn","SATISFIED","1.8057975433766842","1","0","sat_appear-cp2025","1113","satisfy","1419940480","2","0.027","1","0.648819","","","5066","605","1107","270","5730","9761","0","7.12","0.0","","5388","6713","0.493","340","1","16120","266","34766","0.0","17235"
"chuffed_fixed_standardrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","SATISFIED","1.913938783109188","1","0","sat_appear-cp2025","1695","satisfy","-215339482","0","0.026","1","0.788723","","","5109","780","1687","266","6485","10441","0","1.41","0.0","","5847","6956","0.485","615","1","19823","264","31748","0.0","21520"
"cpsat_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-02.dzn","ERROR","0.20810741931200027","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorderrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-06.dzn","SATISFIED","0.7754590660333633","0","0","sat_appear-cp2025","420","satisfy","-1018770580","0","0.008","0","0.29392","","","599","156","413","61","1031","1387","0","0.63","0.0","","958","1044","0.075","123","1","6769","60","3943","0.0","7191"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-06.dzn","SATISFIED","0.6683263629674911","2","0","sat_appear-cp2025","","satisfy","","","0.02","","0.222202","","","522","121","223","11","591","660","","","","","798","787","0.01","","1","","","","7.0","243"
"chuffed_fixed_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-04.dzn","SATISFIED","1.1998845413327217","41","0","sat_appear-cp2025","836","satisfy","1774073255","0","0.023","41","0.47831","","","1594","312","828","157","2445","3556","0","3.16","0.0","","2114","2480","0.229","246","1","16908","115","63994","0.0","17746"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-04.dzn","ERROR","0.20479322224855423","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-04.dzn","ERROR","0.20797405391931534","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-06.dzn","SATISFIED","1.3250613994896412","0","0","sat_appear-cp2025","877","satisfy","-1472444778","0","0.018","0","0.521074","","","3356","484","875","212","3864","6399","0","0.63","0.0","","3962","4658","0.278","272","1","10506","211","16546","0.0","11385"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-05.dzn","SATISFIED","1.4990636557340622","0","0","sat_appear-cp2025","1165","satisfy","-195845217","0","0.02","0","0.607983","","","3874","564","1161","212","4734","7734","0","1.41","0.0","","4423","5284","0.332","404","1","14076","211","20402","0.0","15243"
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-01.dzn","SATISFIED","6.740994211286306","6","0","sat_appear-cp2025","5791","satisfy","-1778273254","0","0.113","6","2.74215","","","26302","2352","5772","626","31721","54968","0","7.12","0.0","","22349","31190","2.171","2532","1","61439","619","186457","0.0","67232"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-03.dzn","ERROR","0.22495511546730995","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpotimizer_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-04.dzn","SATISFIED","0.5984559133648872","0","0","sat_appear-cp2025","","satisfy","","","0.0","","0.167197","","","","","31","4","65","94","","","","","","28","0.0","","1","","","","0.0","55"
"cpsat_fixed_standard_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-01.dzn","ERROR","0.21459300071001053","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-02.dzn","SATISFIED","3.2174213007092476","4","0","sat_appear-cp2025","2078","satisfy","191175691","0","0.046","4","1.22276","","","12254","1088","2064","424","13623","24159","0","10.68","0.0","","10991","14946","1.01","720","1","37838","419","76133","0.0","39918"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-01.dzn","SATISFIED","1.9861904457211494","1","0","sat_appear-cp2025","1505","satisfy","1752221192","8","0.026","1","0.77686","","","5495","705","1496","278","6666","11050","0","0.94","0.0","","5855","7306","0.516","505","1","15137","268","37545","0.0","16644"
"cpsat_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-02.dzn","ERROR","0.21087253466248512","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_free_priority_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-03.dzn","SATISFIED","2.331577468663454","5","0","sat_appear-cp2025","1514","satisfy","758756869","0","0.033","5","0.901952","","","8726","847","1505","372","9567","16858","0","3.16","0.0","","8360","10997","0.654","476","1","21248","366","60005","0.0","22764"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-01.dzn","SATISFIED","0.7581729702651501","0","0","sat_appear-cp2025","387","satisfy","-1119736355","0","0.009","0","0.294115","","","607","141","381","62","1006","1372","0","3.16","0.0","","925","1048","0.077","101","1","8720","61","4123","0.0","9109"
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-02.dzn","SATISFIED","0.7569782696664333","1","0","sat_appear-cp2025","343","satisfy","1795604582","1","0.011","1","0.267499","","","583","126","337","62","935","1284","0","0.28","0.0","","876","1004","0.097","79","1","13263","59","5052","0.0","13608"
"cpotimizer_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-06.dzn","UNKNOWN","300.50224485993385","424141","0","sat_appear-cp2025","","satisfy","","","299.57","","0.414632","","","1776","262","692","851131","2174","2218","","","","","2082","2398","0.07","","0","","","","46.0","779"
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-05.dzn","SATISFIED","0.9426272474229336","0","0","sat_appear-cp2025","645","satisfy","-22245857","0","0.012","0","0.386535","","","1300","282","638","111","1850","2695","0","0.94","0.0","","1893","2064","0.126","202","1","7732","110","7669","0.0","8379"
"cpsat_fixed_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-04.dzn","ERROR","0.2056974470615387","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-02.dzn","SATISFIED","0.7956829257309437","1","0","sat_appear-cp2025","343","satisfy","-1906571777","0","0.011","1","0.270544","","","583","126","337","61","935","1284","0","0.28","0.0","","876","1004","0.098","79","1","13256","59","4820","0.0","13601"
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-04.dzn","SATISFIED","1.964006680995226","0","0","sat_appear-cp2025","1364","satisfy","1636859595","0","0.026","0","0.725098","","","5370","680","1356","271","6358","10637","0","4.75","0.0","","5725","7111","0.551","450","1","17279","270","29548","0.0","18645"
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-06.dzn","SATISFIED","1.3738827779889107","0","0","sat_appear-cp2025","1063","satisfy","-1198028366","0","0.02","0","0.548725","","","3444","544","1058","212","4178","6755","0","0.94","0.0","","4154","4806","0.294","360","1","14966","211","18295","0.0","16031"
"chuffed_fixed_standardrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-03.dzn","SATISFIED","2.7392762415111065","3","0","sat_appear-cp2025","2347","satisfy","1706038048","3","0.044","3","1.17782","","","9031","1092","2333","373","10907","18325","0","4.75","0.0","","9125","11592","0.74","861","1","31082","366","72264","0.0","33431"
"chuffed_fixed_fixedorderrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-01.dzn","SATISFIED","0.773861151188612","0","0","sat_appear-cp2025","441","satisfy","-942023881","0","0.01","0","0.309192","","","637","156","433","62","1105","1495","0","3.16","0.0","","977","1100","0.083","123","1","11246","61","4733","0.0","11689"
"chuffed_fixed_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-04.dzn","SATISFIED","1.2364927381277084","0","0","sat_appear-cp2025","926","satisfy","-404424415","0","0.016","0","0.499137","","","2399","423","921","164","3146","4876","0","0.63","0.0","","3064","3506","0.242","303","1","10412","163","13361","0.0","11340"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-05.dzn","SATISFIED","3.71048978343606","258","0","sat_appear-cp2025","3492","satisfy","952850716","475","0.327","258","1.45543","","","9139","1372","3477","1102","12503","19867","0","3.16","0.0","","9935","12112","0.957","1477","1","38664","368","2210731","0.0","42158"
"chuffed_fixed_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-02.dzn","SATISFIED","23.336353603750467","36","0","sat_appear-cp2025","9293","satisfy","674198276","0","0.535","36","8.25644","","","115634","4680","9256","1562","122225","231048","0","16.02","0.0","","77572","125900","8.878","3690","1","172176","1525","953463","0.0","181471"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-01.dzn","ERROR","0.22179362922906876","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-03.dzn","ERROR","0.21048130095005035","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorderrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t050-02.dzn","SATISFIED","34.21493338793516","228","0","sat_appear-cp2025","7883","satisfy","1120277224","72","0.958","228","12.6051","","","189740","4840","7841","2386","193023","374827","1","54.07","0.0","","117710","202076","12.751","2720","1","236164","2036","3856693","0.0","244049"
"cpsat_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-03.dzn","ERROR","0.20884595438838005","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-05.dzn","SATISFIED","2.722559876739979","34","0","sat_appear-cp2025","1840","satisfy","2059150643","6","0.05","34","1.03404","","","8974","952","1828","409","10216","17681","0","3.16","0.0","","8743","11349","0.837","630","1","27935","368","118614","0.0","29777"
"chuffed_fixed_priorityrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-01.dzn","SATISFIED","0.7027364522218704","0","0","sat_appear-cp2025","176","satisfy","-1502596848","0","0.009","0","0.252251","","","98","","168","12","435","501","0","0.19","0.0","","49","256","0.042","","1","8876","11","1766","0.0","9054"
"chuffed_fixed_fixedorderrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-02.dzn","SATISFIED","3.4413456097245216","4","0","sat_appear-cp2025","2650","satisfy","1345528307","0","0.042","4","1.37663","","","12358","1248","2634","424","14439","24958","0","10.68","0.0","","11447","15254","1.058","984","1","40505","419","78860","0.0","43157"
"cpsat_fixed_standard_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-02.dzn","ERROR","0.20724600926041603","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"gurobi_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-03.dzn","SATISFIED","1.1709182038903236","","0","sat_appear-cp2025","","satisfy","","","0.6838","","0.622097","","","826","","2094","0","4020","","","","","627","","778","","1302","1","","","","",""
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-03.dzn","SATISFIED","1.2864438481628895","0","0","sat_appear-cp2025","1002","satisfy","-728189059","0","0.019","0","0.523047","","","3467","534","995","210","4099","6718","0","2.11","0.0","","4142","4793","0.252","349","1","13775","209","17492","0.0","14779"
"chuffed_free_priority_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-02.dzn","SATISFIED","5.4995114505290985","43","0","sat_appear-cp2025","3025","satisfy","-2058269724","8","0.094","43","1.98678","","","23562","1632","3008","677","25439","46447","0","2.11","0.0","","19077","27522","1.912","1080","1","47965","625","309151","0.0","50992"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-01.dzn","SATISFIED","1.1528235003352165","0","0","sat_appear-cp2025","903","satisfy","890038539","0","0.016","0","0.473095","","","2305","423","895","164","3007","4643","0","4.75","0.0","","3017","3392","0.201","303","1","9860","163","13222","0.0","10765"
"chuffed_free_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-03.dzn","SATISFIED","5.462008085101843","5","0","sat_appear-cp2025","3311","satisfy","-396877865","0","0.075","5","1.96842","","","21852","1692","3295","627","24087","43330","0","1.41","0.0","","18384","25924","1.894","1212","1","43022","621","143561","0.0","46335"
"cpsat_fixed_standard_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t025-02.dzn","ERROR","0.24164703860878944","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standardrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-03.dzn","SATISFIED","0.8073476515710354","0","0","sat_appear-cp2025","423","satisfy","-1502863908","0","0.009","0","0.30188","","","637","156","416","59","1066","1462","0","1.41","0.0","","977","1080","0.08","123","1","12080","58","4206","0.0","12505"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-01.dzn","ERROR","0.21579810231924057","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpsat_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-06.dzn","ERROR","0.252537302672863","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"gurobi_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-01.dzn","UNKNOWN","309.02530336007476","","0","sat_appear-cp2025","","satisfy","","","258.1589","","41.7757","","","21978","","143359","1","241133","","","","","10080","","11784","","116516","0","","","","",""
"cpsat_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-02.dzn","ERROR","0.24886074662208557","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorderrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-04.dzn","SATISFIED","2.733003009110689","1","0","sat_appear-cp2025","2979","satisfy","1463358342","0","0.038","1","1.21729","","","7244","1176","2966","317","10101","15824","0","3.16","0.0","","8221","9774","0.681","1266","1","31319","315","46504","0.0","34300"
"gurobi_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-06.dzn","SATISFIED","1.8137068673968315","","0","sat_appear-cp2025","","satisfy","","","1.3616","","1.11426","","","1554","","3838","1","7125","","","","","672","","910","","2381","1","","","","",""
"cpsat_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-01.dzn","ERROR","0.21257753670215607","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_free_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-06.dzn","SATISFIED","0.7470246851444244","0","0","sat_appear-cp2025","366","satisfy","160086632","0","0.008","0","0.281472","","","577","141","360","61","938","1276","0","0.63","0.0","","910","1000","0.072","101","1","5667","60","3496","0.0","6035"
"cpsat_fixed_standard_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-03.dzn","ERROR","0.23240475729107857","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorderrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-06.dzn","SATISFIED","1.5802308395504951","0","0","sat_appear-cp2025","421","satisfy","-1929851269","0","0.02","0","0.295002","","","1260","242","417","106","1473","2329","0","2.11","0.0","","1772","1898","0.695","136","1","585963","105","5551","0.0","586386"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-05.dzn","SATISFIED","3.2798971608281136","258","0","sat_appear-cp2025","2346","satisfy","-140266574","475","0.289","258","1.17503","","","9065","1092","2333","1102","10941","18393","0","3.16","0.0","","9142","11626","0.935","861","1","31956","368","2012888","0.0","34304"
"cpotimizer_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-02.dzn","UNKNOWN","302.04134057089686","18408256","0","sat_appear-cp2025","","satisfy","","","298.25","","1.73075","","","15926","1179","3675","36980188","17493","13948","","","","","13912","18351","0.72","","0","","","","323.0","3264"
"chuffed_fixed_standardrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-05.dzn","SATISFIED","4.337122943252325","28","0","sat_appear-cp2025","4413","satisfy","-1660152444","8","0.085","28","1.86339","","","13643","1764","4395","504","17829","29185","0","16.02","0.0","","13720","17382","1.225","1899","1","49160","467","168505","0.0","53575"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-04.dzn","ERROR","0.21305223926901817","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-02.dzn","ERROR","0.217370193451643","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpotimizer_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-04.dzn","UNKNOWN","301.74527123197913","2272118","0","sat_appear-cp2025","","satisfy","","","298.66","","1.32381","","","12538","1048","2377","4560271","13378","10323","","","","","11045","14650","0.69","","0","","","","268.0","2319"
"cpsat_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-06.dzn","ERROR","0.208696648478508","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-03.dzn","SATISFIED","0.7766657508909702","0","0","sat_appear-cp2025","389","satisfy","-1103264078","0","0.009","0","0.287934","","","579","141","390","59","983","1330","0","0.42","0.0","","911","1020","0.081","101","1","5803","58","3831","0.0","6194"
"cpotimizer_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-06.dzn","SATISFIED","0.7057105414569378","0","0","sat_appear-cp2025","","satisfy","","","0.04","","0.244853","","","676","126","303","13","867","937","","","","","901","993","0.03","","1","","","","13.0","355"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-01.dzn","SATISFIED","1.1269065663218498","0","0","sat_appear-cp2025","697","satisfy","1922524880","0","0.017","0","0.438315","","","2396","363","695","161","2854","4621","0","0.42","0.0","","2911","3405","0.206","204","1","8833","160","12662","0.0","9532"
"chuffed_fixed_priority_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-06.dzn","SATISFIED","0.9660003930330276","0","0","sat_appear-cp2025","602","satisfy","2049970189","0","0.014","0","0.37015","","","1504","272","598","112","2008","3058","0","0.28","0.0","","1968","2244","0.148","180","1","11485","111","8143","0.0","12089"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-05.dzn","SATISFIED","0.9548085480928421","","0","sat_appear-cp2025","","satisfy","","","0.5463","","0.510943","","","633","","1395","0","2381","","","","","305","","492","","1007","1","","","","",""
"chuffed_fixed_priority_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-06.dzn","SATISFIED","1.709379117935896","0","0","sat_appear-cp2025","511","satisfy","979168286","0","0.021","0","0.311235","","","1292","272","507","106","1615","2481","0","2.11","0.0","","1862","1956","0.798","180","1","689795","105","6093","0.0","690308"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-02.dzn","UNKNOWN","300.7361810989678","414773","0","sat_appear-cp2025","","satisfy","","","299.4","","0.586172","","","3918","504","1099","834443","4333","3924","","","","","4243","5004","0.15","","0","","","","87.0","1160"
