"configuration","problem","model","data_file","status","time","flatIntVars","solver_objective","baseMem","eliminatedImplications","flatBoolConstraints","solveTime","trailMem","propagations","evaluatedHalfReifiedConstraints","randomSeed","variables","method","peakMem","nodes","restarts","nogoods","boolVariables","evaluatedReifiedConstraints","objectiveBound","propagators","backjumps","flatIntConstraints","flatTime","nSolutions","run","paths","initTime","peakDepth","eliminatedLinearConstraints","failures","flatBoolVars","openNodes","intVars"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-04.dzn","SATISFIED","0.5776044849772006","190","","0.0","121","778","0.006","0.28","1370","68","-1146282056","84909","satisfy","0.0","50","0","0","84716","414","","704","0","486","0.220093","1","sat_reverse-cp2025","0","0.082","49","","0","719","","191"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","SATISFIED","1.1824098599608988","643","","0.0","242","2141","0.021","0.94","145336","151","-1465135435","7390","satisfy","0.0","408","0","24","6741","1998","","4119","264","2680","0.459686","1","sat_reverse-cp2025","0","0.278","119","","24","2831","","647"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-05.dzn","ALL_SOLUTIONS","0.9794493138324469","323","0","","242","605","0.106348","","1166","189","","","satisfy","","","","","6","189","0","","","695","0.255656","1","sat_reverse-cp2025","0","","","","0","602","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-01.dzn","SATISFIED","2.2364285620860755","1167","","0.0","605","5753","0.17","1.41","1680547","355","200207248","21781","satisfy","0.0","1241","3","768","20603","5796","","11210","160","6593","0.769128","1","sat_reverse-cp2025","0","0.638","260","","768","7508","","1176"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","SATISFIED","1.1800633028615266","643","","0.0","242","2141","0.012","0.94","15179","151","-1027616832","6585","satisfy","0.0","130","0","8","5936","1998","","4119","1","2680","0.479076","1","sat_reverse-cp2025","0","0.273","120","","8","2831","","647"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-06.dzn","ALL_SOLUTIONS","0.48141444684006274","17","0","","","","0.022128","","0","","","","satisfy","","","","","0","","0","","","44","0.164044","1","sat_reverse-cp2025","0","","","","0","14","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","SATISFIED","40.04052882292308","6174","","0.0","3630","79180","13.095","16.02","82361998","2055","1208888735","393710","satisfy","0.0","12823","0","8149","387498","124100","","244589","3171","127189","7.94407","1","sat_reverse-cp2025","0","11.595","1502","","8149","133593","","6210"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-01.dzn","SATISFIED","2.1476789549924433","1167","","0.0","605","5753","0.101","1.41","1005106","355","827216987","19018","satisfy","0.0","880","0","466","17840","5796","","11210","156","6593","0.749048","1","sat_reverse-cp2025","0","0.637","257","","466","7508","","1176"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","SATISFIED","0.6602916368283331","338","","","121","954","0.04","","","","","442","satisfy","16.0","13","","","","838","","1155","","1145","0.265604","1","sat_reverse-cp2025","0","0.03","","","0","1195","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-06.dzn","SATISFIED","0.42860737396404147","17","","0.0","","","0.003","0.04","52","","151798394","8840","satisfy","0.0","1","0","0","8819","","","31","0","36","0.176461","1","sat_reverse-cp2025","0","0.01","0","","0","14","","19"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-01.dzn","SATISFIED","7.533072154037654","2194","","0.0","1210","14527","2.677","1.41","28388183","696","281575701","61416","satisfy","0.0","9232","0","7614","59207","17634","","34273","1114","18940","1.64756","1","sat_reverse-cp2025","0","1.794","503","","7614","20922","","2207"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-01.dzn","SATISFIED","3.9430972530972213","1618","","0.0","847","9250","0.765","0.63","9927685","491","857464844","33670","satisfy","0.0","3869","0","3442","32040","10506","","20446","64","11589","1.21191","1","sat_reverse-cp2025","0","1.024999","362","","3442","12878","","1628"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","SATISFIED","17.502725291997194","27443","","","","","16.4924","","","23230","","","satisfy","","1","","","","5227","","","","45664","7.49138","1","sat_reverse-cp2025","0","","","3355","","4477","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","SATISFIED","0.519519159803167","51","","0.0","","4","0.003","0.08","337","","-972661210","68268","satisfy","0.0","4","0","0","68210","8","","106","0","114","0.190571","1","sat_reverse-cp2025","0","0.058","3","","0","50","","56"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","SATISFIED","0.7441520220600069","466","","0.0","242","1733","0.004","2.11","5772","136","-1924889183","44571","satisfy","0.0","108","0","0","44100","1182","","2260","0","1494","0.315746","1","sat_reverse-cp2025","0","0.109","107","","0","1852","","469"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","SATISFIED","6.011543907923624","2417","","0.0","1331","16846","0.446","4.75","3688785","764","1682674263","51429","satisfy","0.0","1615","0","1032","48995","21130","","41176","18","22577","1.76796","1","sat_reverse-cp2025","0","2.169","564","","1032","24747","","2432"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","ALL_SOLUTIONS","1.0221712589263916","471","0","","484","1210","0.164344","","12829","378","","","satisfy","","","","","147","378","0","","","994","0.277631","1","sat_reverse-cp2025","0","","","","0","1054","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","UNKNOWN","302.4062744129915","2002","","","1089","13569","","","","627","","","satisfy","","","","","","16860","","","","18087","1.5377","0","sat_reverse-cp2025","0","","","","","19836","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-02.dzn","SATISFIED","0.4838236360810697","64","","0.0","","17","0.009","0.12","9222","3","-2062523055","20220","satisfy","0.0","112","0","36","20149","34","","173","72","166","0.202449","1","sat_reverse-cp2025","0","0.023","3","","36","91","","69"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","SATISFIED","1.1173384480644017","684","","0.0","363","3136","0.012","1.41","15439","211","-1603543766","6727","satisfy","0.0","163","0","1","6034","2846","","5485","1","3288","0.487453","1","sat_reverse-cp2025","0","0.224","160","","1","3856","","691"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","SATISFIED","1.0062272809445858","1698","","","","","0.698","","","1317","","","satisfy","","0","","","","761","","","","2775","0.620778","1","sat_reverse-cp2025","0","","","305","","550","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-01.dzn","UNKNOWN","302.35804734309204","2002","","","1089","13099","","","","628","","","satisfy","","","","","","15920","","","","17152","1.50614","0","sat_reverse-cp2025","0","","","","","18903","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-01.dzn","SATISFIED","1.7914173849858344","4529","","","","","1.4484","","","3385","","","satisfy","","0","","","","1581","","","","7925","1.20829","1","sat_reverse-cp2025","0","","","915","","1305","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","SATISFIED","5.9841952859424055","1810","","0.0","968","10850","2.009","3.16","13664648","559","-1924564721","36479","satisfy","0.0","5512","0","1616","34656","12564","","24419","3484","13721","1.29153","1","sat_reverse-cp2025","0","1.488","411","","1616","15241","","1821"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-01.dzn","SATISFIED","5.200463205110282","1980","","","1089","13099","1.21","","","","","2144","satisfy","382.0","63","","","","16548","","11785","","17130","1.45961","1","sat_reverse-cp2025","0","1.02","","","9","18903","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-02.dzn","SATISFIED","3.300972703844309","1203","","0.0","605","5849","1.097","3.16","8513050","356","988338783","26459","satisfy","0.0","4106","0","2127","25247","5988","","11642","1723","6857","0.796357","1","sat_reverse-cp2025","0","0.697","255","","2127","7727","","1210"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-05.dzn","SATISFIED","1.4205832229927182","934","","0.0","484","4417","0.015","1.41","23167","275","2031293860","11925","satisfy","0.0","217","0","1","10984","4266","","8303","1","4900","0.625099","1","sat_reverse-cp2025","0","0.323","214","","1","5615","","939"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","SATISFIED","0.5489329418633133","190","","0.0","121","778","0.007","0.08","1382","68","-470006847","59517","satisfy","0.0","50","0","0","59324","414","","704","0","486","0.218307","1","sat_reverse-cp2025","0","0.06","49","","0","719","","191"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","SATISFIED","1.2541786979418248","553","","0.0","242","1885","0.237","0.94","1148987","142","235610580","23674","satisfy","0.0","1386","0","968","23116","1486","","2984","310","1977","0.402266","1","sat_reverse-cp2025","0","0.222","107","","968","2236","","556"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","SATISFIED","1.9186185540165752","1012","","0.0","484","4421","0.119","0.94","712237","284","769765323","49077","satisfy","0.0","1392","2","290","48057","4274","","8382","833","5073","0.673846","1","sat_reverse-cp2025","0","0.523","256","","290","5700","","1018"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","ALL_SOLUTIONS","0.9333380919415504","345","0","","242","605","0.094524","","6445","189","","","satisfy","","","","","81","189","0","","","740","0.262372","1","sat_reverse-cp2025","0","","","","0","614","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-05.dzn","SATISFIED","0.8764860939700156","239","","0.0","121","812","0.011","0.42","2055","74","522702414","299256","satisfy","0.0","57","0","0","299011","482","","912","0","650","0.246732","1","sat_reverse-cp2025","0","0.272","56","","0","833","","243"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-03.dzn","ALL_SOLUTIONS","0.49449284211732447","35","0","","","","0.027431","","0","","","","satisfy","","","","","0","","0","","","88","0.169079","1","sat_reverse-cp2025","0","","","","0","28","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-02.dzn","UNKNOWN","310.63111919909716","7861","","","4840","118186","","","","2735","","","satisfy","","","","","","190692","","","","194016","11.8076","0","sat_reverse-cp2025","0","","","","","203057","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","ALL_SOLUTIONS","7.874343765201047","1798","0","","1936","4840","1.13192","","308170","1512","","","satisfy","","","","","851","1512","0","","","3665","0.776639","1","sat_reverse-cp2025","0","","","","719","4174","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-03.dzn","SATISFIED","1.275776315946132","886","","0.0","484","4169","0.025","2.11","164210","275","618970970","12483","satisfy","0.0","307","0","78","11588","3770","","7233","15","4307","0.559323","1","sat_reverse-cp2025","0","0.262","213","","78","5087","","893"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","ALL_SOLUTIONS","10.85043920809403","2402","0","","2662","6655","1.58547","","368062","2079","","","satisfy","","","","","1049","2079","0","","","4881","0.945991","1","sat_reverse-cp2025","0","","","","1039","5680","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-01.dzn","SATISFIED","0.5081319729797542","52","","0.0","","2","0.003","0.08","315","","932978009","72940","satisfy","0.0","4","0","0","72884","4","","100","0","111","0.186979","1","sat_reverse-cp2025","0","0.063","3","","0","44","","54"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","SATISFIED","1.8879840250592679","4679","","","","","1.5367","","","3527","","","satisfy","","1","","","","1445","","","","8193","1.23899","1","sat_reverse-cp2025","0","","","915","","1253","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","SATISFIED","0.4544646181166172","32","","0.0","","3","0.001","0.12","157","3","314923889","28471","satisfy","0.0","5","0","0","28433","6","","62","0","73","0.179346","1","sat_reverse-cp2025","0","0.026","4","","0","37","","36"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","SATISFIED","0.6805804769974202","323","","0.0","121","899","0.008","0.63","4345","74","-166811874","2707","satisfy","0.0","59","0","0","2378","656","","1397","0","997","0.28246","1","sat_reverse-cp2025","0","0.084","58","","0","1073","","327"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-06.dzn","ALL_SOLUTIONS","242.45593862002715","1989","0","","2178","5445","235.478","","277861451","1701","","","satisfy","","","","","4241","1701","0","","","4048","0.817727","1","sat_reverse-cp2025","0","","","","567014","4668","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-04.dzn","SATISFIED","0.5857812550384551","190","","0.0","121","778","0.007","0.28","1370","68","-470702766","84909","satisfy","0.0","50","0","0","84716","414","","704","0","486","0.222304","1","sat_reverse-cp2025","0","0.082","49","","0","719","","191"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-02.dzn","SATISFIED","5.941345100989565","2194","","0.0","1210","14455","0.834","2.11","7315008","695","-1627030602","61090","satisfy","0.0","3072","5","2016","58881","17490","","33981","440","18791","1.5511","1","sat_reverse-cp2025","0","2.023","511","","2016","20771","","2207"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-01.dzn","SATISFIED","0.6746572121046484","316","","0.0","121","934","0.008","3.16","4557","80","-627861699","4636","satisfy","0.0","64","0","0","4313","726","","1516","0","1051","0.295308","1","sat_reverse-cp2025","0","0.076","63","","0","1151","","321"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","SATISFIED","0.900192738045007","1411","","","","","0.6","","","1029","","","satisfy","","0","","","","645","","","","2415","0.540867","1","sat_reverse-cp2025","0","","","305","","496","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","SATISFIED","0.5108938061166555","51","","0.0","","4","0.003","0.08","337","","1908665152","68268","satisfy","0.0","4","0","0","68210","8","","106","0","114","0.189175","1","sat_reverse-cp2025","0","0.059","3","","0","50","","56"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-01.dzn","SATISFIED","0.50871028797701","52","","0.0","","2","0.005","0.08","315","","1363759068","72940","satisfy","0.0","4","0","0","72884","4","","100","0","111","0.176434","1","sat_reverse-cp2025","0","0.063","3","","0","44","","54"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","ALL_SOLUTIONS","4.785476025892422","1402","0","","1452","3630","0.820241","","81127","1134","","","satisfy","","","","","148","1134","0","","","2864","0.639347","1","sat_reverse-cp2025","0","","","","66","3172","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-01.dzn","ALL_SOLUTIONS","0.6240329791326076","126","0","","","","0.026552","","20","","","","satisfy","","","","","7","","0","","","300","0.208636","1","sat_reverse-cp2025","0","","","","0","110","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","UNKNOWN","304.8690240038559","4154","","","2420","41228","","","","1376","","","satisfy","","","","","","59616","","","","61741","4.29784","0","sat_reverse-cp2025","0","","","","","65980","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-02.dzn","SATISFIED","0.9872089780401438","582","","0.0","242","2052","0.023","0.94","95204","145","-1001202862","16541","satisfy","0.0","226","0","109","15954","1820","","3687","4","2373","0.414108","1","sat_reverse-cp2025","0","0.187","112","","109","2595","","585"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","SATISFIED","1.1285899868234992","722","","0.0","363","3130","0.012","0.28","21576","211","1100110915","7208","satisfy","0.0","184","0","25","6479","2834","","5513","0","3352","0.464716","1","sat_reverse-cp2025","0","0.253","158","","25","3872","","727"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","SATISFIED","0.6170603558421135","271","","0.0","121","835","0.007","2.11","2657","75","262632064","36274","satisfy","0.0","60","0","0","35997","528","","1051","0","760","0.261496","1","sat_reverse-cp2025","0","0.069","59","","0","906","","275"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-05.dzn","SATISFIED","16.27232089312747","1618","","0.0","847","8978","12.997","2.11","137668493","492","-1780183283","48353","satisfy","0.0","84628","0","11111","46723","9962","","19358","73161","11046","1.15641","1","sat_reverse-cp2025","0","1.12","355","","11111","12335","","1628"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-02.dzn","ALL_SOLUTIONS","3.8260565709788352","1182","0","","1210","3025","0.50414","","43342","945","","","satisfy","","","","","405","945","0","","","2429","0.552529","1","sat_reverse-cp2025","0","","","","54","2650","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","UNKNOWN","0.49225477897562087","78","0","","","","0.003754","","0","","","","satisfy","","","","","0","","0","","","189","0.182689","0","sat_reverse-cp2025","0","","","","0","68","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-01.dzn","SATISFIED","82.38800373813137","2194","","0.0","1210","14527","77.545","1.41","515607647","696","-1185522971","87836","satisfy","0.0","247232","12","51245","85627","17634","","34273","195430","18940","1.63138","1","sat_reverse-cp2025","0","1.794","498","","51245","20922","","2207"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-03.dzn","ALL_SOLUTIONS","3.1369564270135015","1134","0","","1210","3025","0.580808","","17099","945","","","satisfy","","","","","66","945","0","","","2323","0.537771","1","sat_reverse-cp2025","0","","","","0","2618","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-03.dzn","SATISFIED","3.846153502119705","1634","","0.0","847","9217","1.020999","3.16","7693456","491","1741368262","40430","satisfy","0.0","4912","0","1012","38784","10440","","20342","3539","11559","1.13523","1","sat_reverse-cp2025","0","0.831","360","","1012","12822","","1644"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-06.dzn","SATISFIED","0.6188285448588431","286","","0.0","121","879","0.007","0.63","3223","81","2097775351","4914","satisfy","0.0","62","0","0","4621","616","","1246","0","883","0.276669","1","sat_reverse-cp2025","0","0.05","61","","0","1018","","291"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","SATISFIED","0.45498050819151103","32","","0.0","","3","0.002","0.12","157","3","2145080884","28471","satisfy","0.0","5","0","0","28433","6","","62","0","73","0.183095","1","sat_reverse-cp2025","0","0.025","4","","0","37","","36"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-05.dzn","SATISFIED","1.104140946874395","608","","0.0","242","2097","0.025","0.94","128798","152","110544038","12773","satisfy","0.0","349","1","148","12158","1910","","3889","79","2519","0.452791","1","sat_reverse-cp2025","0","0.228","113","","148","2720","","613"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-01.dzn","SATISFIED","0.6674607209861279","316","","0.0","121","934","0.008","3.16","4576","80","-387370595","4636","satisfy","0.0","64","0","0","4313","726","","1516","0","1051","0.291605","1","sat_reverse-cp2025","0","0.077","63","","0","1151","","321"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","SATISFIED","1.191237054998055","738","","","363","3051","0.15","","","","","848","satisfy","57.0","21","","","","2889","","2837","","3239","0.468005","1","sat_reverse-cp2025","0","0.12","","","0","3736","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","SATISFIED","1.1525162940379232","749","","0.0","363","3051","0.026","0.63","155450","213","2097015568","13096","satisfy","0.0","425","0","75","12340","2676","","5234","186","3250","0.489766","1","sat_reverse-cp2025","0","0.235","163","","75","3736","","754"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","29.3020227891393","5167","","0.0","3025","57970","15.694","2.11","106981374","1716","-1793215064","217173","satisfy","0.0","17890","8","10141","211973","87390","","171802","6333","90006","6.05117","1","sat_reverse-cp2025","0","4.138","1242","","10141","95325","","5198"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","ALL_SOLUTIONS","0.7638509189710021","269","0","","242","605","0.089506","","6343","189","","","satisfy","","","","","77","189","0","","","582","0.234663","1","sat_reverse-cp2025","0","","","","0","560","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-06.dzn","SATISFIED","1.4253362859599292","919","","","484","4150","0.22","","","","","1012","satisfy","78.0","31","","","","4007","","3673","","4345","0.517293","1","sat_reverse-cp2025","0","0.16","","","4","5077","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","SATISFIED","0.8162957038730383","1279","","","","","0.5245","","","899","","","satisfy","","0","","","","589","","","","2244","0.476992","1","sat_reverse-cp2025","0","","","305","","472","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","SATISFIED","1.2517420758958906","553","","0.0","242","1885","0.239","0.94","1158923","142","803715752","23674","satisfy","0.0","1415","3","968","23116","1486","","2984","310","1977","0.399098","1","sat_reverse-cp2025","0","0.222","107","","968","2236","","556"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-01.dzn","SATISFIED","46.19058314082213","7025","","0.0","4235","97775","16.158999","7.12","101929250","2396","-1461608236","277659","satisfy","0.0","12924","0","8798","270593","155580","","306644","2379","158803","9.77675","1","sat_reverse-cp2025","0","12.273","1746","","8798","166517","","7064"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-01.dzn","SATISFIED","1.3267026480752975","748","","","363","3144","0.18","","","","","864","satisfy","71.0","29","","","","3072","","2962","","3447","0.456778","1","sat_reverse-cp2025","0","0.13","","","4","3925","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-04.dzn","SATISFIED","1.0329832299612463","680","","0.0","363","2843","0.018","3.16","67434","211","-1788205039","11255","satisfy","0.0","217","0","45","10566","2260","","4295","12","2692","0.467838","1","sat_reverse-cp2025","0","0.177","159","","45","3266","","687"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-01.dzn","ALL_SOLUTIONS","0.6372895878739655","126","0","","","","0.026816","","20","","","","satisfy","","","","","7","","0","","","300","0.211838","1","sat_reverse-cp2025","0","","","","0","110","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-03.dzn","SATISFIED","2.558654945809394","1426","","0.0","726","7434","0.025","10.68","63563","424","607929017","16996","satisfy","0.0","330","0","6","15559","8016","","15609","0","9026","0.93886","1","sat_reverse-cp2025","0","0.81","323","","6","10084","","1435"
