"configuration","problem","model","data_file","status","time","flatIntVars","solver_objective","baseMem","eliminatedImplications","flatBoolConstraints","solveTime","trailMem","propagations","evaluatedHalfReifiedConstraints","randomSeed","variables","method","peakMem","nodes","restarts","nogoods","boolVariables","evaluatedReifiedConstraints","objectiveBound","propagators","backjumps","flatIntConstraints","flatTime","nSolutions","run","paths","initTime","peakDepth","eliminatedLinearConstraints","failures","flatBoolVars","openNodes","intVars"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","SATISFIED","9.684221408097073","2417","","0.0","1331","16846","3.873","10.68","18612151","764","979696418","607288","satisfy","0.0","3124","4","633","604854","21130","","41176","1805","22577","1.77485","1","sat_reverse-cp2025","0","2.198","567","","633","24747","","2432"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","SATISFIED","1.1756201370153576","643","","0.0","242","2141","0.012","0.94","15179","151","198190602","6585","satisfy","0.0","130","0","8","5936","1998","","4119","1","2680","0.479463","1","sat_reverse-cp2025","0","0.272","120","","8","2831","","647"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","SATISFIED","0.7136880580801517","472","","0.0","242","1751","0.009","0.94","5985","136","-917812238","8526","satisfy","0.0","108","0","0","8050","1218","","2344","0","1545","0.319092","1","sat_reverse-cp2025","0","0.085","107","","0","1894","","474"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-01.dzn","UNKNOWN","302.85151172988117","2609","","","1452","20791","","","","832","","","satisfy","","","","","","27878","","","","29399","2.31724","0","sat_reverse-cp2025","0","","","","","31800","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","SATISFIED","0.5633550139609724","266","","","121","835","0.03","","","","","321","satisfy","10.0","10","","","","603","","822","","755","0.230639","1","sat_reverse-cp2025","0","0.02","","","0","906","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","SATISFIED","1.3656141820829362","777","","0.0","363","3109","0.083","0.63","457135","217","132530576","36505","satisfy","0.0","1223","2","260","35720","2792","","5487","695","3424","0.520706","1","sat_reverse-cp2025","0","0.31","255","","260","3882","","783"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","SATISFIED","0.4411240532062948","17","","0.0","","","0.001","0.05","52","","1221906876","10828","satisfy","0.0","1","0","0","10807","","","31","0","36","0.180463","1","sat_reverse-cp2025","0","0.011","0","","0","14","","19"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","SATISFIED","1.07115323911421","276","","0.0","121","839","0.01","0.94","2734","71","-1286329359","445164","satisfy","0.0","60","0","0","444882","536","","1092","0","782","0.259158","1","sat_reverse-cp2025","0","0.406","59","","0","910","","280"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","ALL_SOLUTIONS","0.9893020731396973","465","0","","484","1210","0.162617","","12756","378","","","satisfy","","","","","147","378","0","","","979","0.270728","1","sat_reverse-cp2025","0","","","","0","1048","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-05.dzn","SATISFIED","10.5012748579029","19864","","","","","9.7081","","","16407","","","satisfy","","1","","","","4301","","","","33460","5.27122","1","sat_reverse-cp2025","0","","","2745","","3674","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-05.dzn","ALL_SOLUTIONS","6.829217480029911","1788","0","","1936","4840","0.987291","","418923","1512","","","satisfy","","","","","928","1512","0","","","3650","0.767393","1","sat_reverse-cp2025","0","","","","1593","4158","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-06.dzn","SATISFIED","0.9317666639108211","545","","0.0","242","1979","0.022","0.19","131919","143","-430416991","12305","satisfy","0.0","419","0","105","11755","1674","","3344","205","2146","0.381041","1","sat_reverse-cp2025","0","0.173","108","","105","2417","","548"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","ALL_SOLUTIONS","0.9468861068598926","424","0","","484","1210","0.198373","","4893","378","","","satisfy","","","","","22","378","0","","","895","0.26124","1","sat_reverse-cp2025","0","","","","0","1022","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","SATISFIED","0.43685289891436696","17","","0.0","","","0.002","0.05","52","","317257083","10828","satisfy","0.0","1","0","0","10807","","","31","0","36","0.180531","1","sat_reverse-cp2025","0","0.011","0","","0","14","","19"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-05.dzn","SATISFIED","13.786085708998144","1988","","0.0","1089","12465","9.282","16.02","29266256","628","-754970449","756734","satisfy","0.0","16212","14","2438","754732","14652","","28424","12859","15849","1.39965","1","sat_reverse-cp2025","0","1.587","556","","2438","17621","","2000"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","SATISFIED","0.45730473613366485","32","","0.0","","3","0.001","0.12","157","3","785662309","28471","satisfy","0.0","5","0","0","28433","6","","62","0","73","0.185436","1","sat_reverse-cp2025","0","0.026","4","","0","37","","36"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-05.dzn","SATISFIED","0.6817058520391583","325","","0.0","121","946","0.018","0.12","44002","75","-1979428585","11791","satisfy","0.0","176","1","100","11460","750","","1589","9","1097","0.280562","1","sat_reverse-cp2025","0","0.083","59","","100","1170","","329"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-03.dzn","SATISFIED","36.22462020092644","7025","","0.0","4235","97549","2.79","16.02","15610355","2396","410003744","229249","satisfy","0.0","3932","0","1297","222183","155128","","305740","855","158351","9.80746","1","sat_reverse-cp2025","0","14.683","1779","","1297","166065","","7064"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","SATISFIED","0.4265262149274349","78","","","","10","0.01","","","","","140","satisfy","1.0","30","","","","23","","242","","182","0.177647","1","sat_reverse-cp2025","0","0.01","","","12","91","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-06.dzn","SATISFIED","0.4415818569250405","46","","","","","0.1752","","","49","","","satisfy","","0","","","","42","","","","45","0.175758","1","sat_reverse-cp2025","0","","","","","20","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-02.dzn","SATISFIED","0.45686554606072605","64","","0.0","","17","0.004","0.12","790","3","1100972316","19348","satisfy","0.0","8","0","1","19277","34","","173","2","166","0.194689","1","sat_reverse-cp2025","0","0.023","4","","1","91","","69"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","ALL_SOLUTIONS","9.036033777985722","1989","0","","2178","5445","1.42591","","600564","1701","","","satisfy","","","","","1219","1701","0","","","4044","0.826943","1","sat_reverse-cp2025","0","","","","2748","4662","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","ALL_SOLUTIONS","0.8861473118886352","294","0","","242","605","0.091892","","23368","189","","","satisfy","","","","","93","189","0","","","631","0.248438","1","sat_reverse-cp2025","0","","","","76","576","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","ALL_SOLUTIONS","6.358534908154979","1814","0","","1936","4840","1.015649","","106618","1512","","","satisfy","","","","","127","1512","0","","","3701","0.782016","1","sat_reverse-cp2025","0","","","","24","4184","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-03.dzn","SATISFIED","5.673116163117811","14094","","","","","5.0531","","","11404","","","satisfy","","1","","","","3237","","","","23972","3.8075","1","sat_reverse-cp2025","0","","","2135","","2847","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","SATISFIED","4.31494933902286","1412","","0.0","726","7426","1.759","4.75","17815479","424","13682177","46454","satisfy","0.0","9033","0","8236","45031","8000","","15549","489","8975","0.960118","1","sat_reverse-cp2025","0","0.799","307","","8236","10054","","1421"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-03.dzn","ALL_SOLUTIONS","1.0238430940080434","448","0","","484","1210","0.189675","","2276","378","","","satisfy","","","","","10","378","0","","","945","0.271931","1","sat_reverse-cp2025","0","","","","0","1036","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-02.dzn","ALL_SOLUTIONS","21.755027530016378","5112","0","","6050","15125","6.71661","","790093","4725","","","satisfy","","","","","363","4725","0","","","10311","1.80821","1","sat_reverse-cp2025","0","","","","66","12618","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","SATISFIED","2.8234930080361664","6847","","","","","2.3954","","","5327","","","satisfy","","1","","","","2164","","","","11766","1.93029","1","sat_reverse-cp2025","0","","","1220","","1757","",""
