"configuration","problem","model","data_file","status","time","evaluatedReifiedConstraints","paths","method","flatIntConstraints","solveTime","failures","randomSeed","nSolutions","flatBoolConstraints","restarts","propagators","propagations","initTime","evaluatedHalfReifiedConstraints","peakMem","trailMem","baseMem","eliminatedLinearConstraints","boolVariables","objective","backjumps","openNodes","error","solver_objective","intVars","nodes","variables","peakDepth","flatTime","optTime","flatBoolVars","run","objectiveBound","eliminatedImplications","nogoods","flatIntVars"
"gurobi_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","UNSATISFIABLE","4.318267510971054","4507","0","satisfy","","","","","","","","","","","7473","","","","","","","","","","","","","","","3.67971","","","endtimes_reverse-cp2025","","","",""
"cpsat_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-04.dzn","OPTIMAL_SOLUTION","0.5842715320177376","189","0","minimize","419","0.049775","0","","1","605","","","6","","189","","","","","3","205","","","","205","","","","","0.20317","","494","endtimes_reverse-cp2025","205","242","","190"
"cpotimizer_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-02.dzn","UNKNOWN","300.86127891391516","4578","0","minimize","5112","299.3","2039","","0","4538","","4318","","0.24","","96.0","","","","","","","","","","","4280","1198","","0.691616","","5708","endtimes_reverse-cp2025","16802","504","","1106"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-01.dzn","OPTIMAL_SOLUTION","0.5536545680370182","66","0","minimize","343","0.006","0","1520118548","1","33","1","347","1182","0.03","9","0.0","0.08","0.0","","5433","8247","0","","","8247","138","11","5573","11","0.24024","0.006","185","endtimes_reverse-cp2025","","","0","134"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-03.dzn","OPTIMAL_SOLUTION","1.0519081791862845","1614","0","minimize","2153","0.034","9","1771606015","3","1949","3","3273","47463","0.206","145","0.0","0.42","0.0","","12636","11135","0","","","11135","580","333","13218","114","0.429856","0.029","2383","endtimes_reverse-cp2025","","242","9","577"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-02.dzn","SATISFIED","301.1325735200662","1701","0","minimize","4085","111.684","0","","73","5445","","","0","","1701","","","","","0","73748","","","","73748","","","","","0.835054","","4678","endtimes_reverse-cp2025","72412","2178","","2006"
"cpsat_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","UNSATISFIABLE","1.6409216409083456","116","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.29476","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","OPTIMAL_SOLUTION","1.4700737320818007","3548","0","minimize","4113","0.12","294","-1146239206","2","4058","2","6790","625857","0.288","279","0.0","1.41","0.0","","25886","9536","186","","","9536","907","903","26795","213","0.598188","0.028","4881","endtimes_reverse-cp2025","","484","294","900"
"cpsat_fixed_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-06.dzn","OPTIMAL_SOLUTION","1.722715760115534","394","0","minimize","1331","0.295311","141","","1","1314","","","49565","","454","","","","","256","11577","","","","11577","","","","","0.424439","","1220","endtimes_reverse-cp2025","11577","534","","673"
"cpsat_fixed_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-01.dzn","UNSATISFIABLE","7.60384654882364","1764","0","minimize","4582","0.078602","0","","0","5787","","","0","","1944","","","","","0","","","","","0","","","","","0.922192","","4873","endtimes_reverse-cp2025","0","2358","","2304"
"chuffed_free_priority_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","OPTIMAL_SOLUTION","0.4523010060656816","6","0","minimize","80","0.002","0","2127372411","1","3","1","77","230","0.025","","0.0","0.05","0.0","","27322","580","0","","","580","38","3","27362","3","0.183557","0.002","36","endtimes_reverse-cp2025","","","0","36"
"chuffed_fixed_priority_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","OPTIMAL_SOLUTION","0.47175234789028764","","0","minimize","68","0.004","0","-186805778","1","","1","58","144","0.027","","0.0","0.05","0.0","","29686","684","0","","","684","38","2","29726","2","0.189044","0.004","28","endtimes_reverse-cp2025","","","0","33"
"cpsat_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","ERROR","1.639067362062633","392","0","minimize","1293","","","","0","1286","","","","","432","","","","","","","","","terminate called after throwing an instance of 'std::out_of_range'
  what():  absl::container_internal::raw_hash_map<>::at","","","","","","0.407797","","1180","endtimes_reverse-cp2025","","524","","629"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-05.dzn","OPTIMAL_SOLUTION","3.0798029920551926","1932","0","minimize","11259","2.6349","","","3","","","","","","4924","","","","1220","","6843","","","","6843","","1","","","1.73485","","1667","endtimes_reverse-cp2025","6843","","","6456"
"gurobi_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","UNSATISFIABLE","2.0221925959922373","1643","0","minimize","8789","0.023","","","0","","","","","","3846","","","","987","","","","","","","","0","","","1.47568","","1367","endtimes_reverse-cp2025","1e+100","","","5048"
"cpsat_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","ERROR","3.7065292408224195","616","0","minimize","3853","","","","0","4837","","","","","2590","","","","","","","","","terminate called after throwing an instance of 'std::out_of_range'
  what():  absl::container_internal::raw_hash_map<>::at","","","","","","0.930848","","4016","endtimes_reverse-cp2025","","2009","","2070"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","OPTIMAL_SOLUTION","3.1053380349185318","756","0","minimize","1988","0.772541","270","","5","2420","","","231989","","756","","","","","267","20914","","","","20914","","","","","0.491189","","2134","endtimes_reverse-cp2025","20914","968","","964"
"cpotimizer_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","UNSATISFIABLE","0.6756817998830229","691","0","minimize","931","0.05","14","","0","939","","1086","","0.04","","11.0","","","","","","","","","","","71","438","","0.293575","","1030","endtimes_reverse-cp2025","4312","131","","371"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","UNKNOWN","304.246669042157","87390","0","minimize","90007","","","","0","57970","","","","","1716","","","","","","","","","","","","","","","5.94925","","95325","endtimes_reverse-cp2025","","3025","","5168"
"chuffed_fixed_standard_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-01.dzn","OPTIMAL_SOLUTION","0.6765177869237959","543","0","minimize","889","0.008","1","-35385337","1","893","1","1197","4333","0.06","107","0.0","0.63","0.0","","9035","4060","1","","","4060","365","57","9402","55","0.310415","0.008","970","endtimes_reverse-cp2025","","141","1","359"
"chuffed_fixed_standard_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-06.dzn","OPTIMAL_SOLUTION","42.33098961110227","1066","0","minimize","1213","41.196","11744","1460232672","1","1675","1","1887","15415587","0.42","136","0.0","2.11","0.0","","463155","1006","0","","","1006","383","11843","463540","99","0.29729","0.285","1676","endtimes_reverse-cp2025","","242","11744","382"
"cpsat_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-06.dzn","UNSATISFIABLE","1.4333509588614106","87","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.11413","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_fixedorderrestart_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-04.dzn","UNSATISFIABLE","0.8829962310846895","28","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.607545","","","endtimes_reverse-cp2025","","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-02.dzn","SATISFIED","301.35396495484747","1890","0","minimize","4428","20.0145","73924","","2","6050","","","30943745","","1890","","","","","1668","86847","","","","86847","","","","","0.882302","","5156","endtimes_reverse-cp2025","82262","2420","","2181"
"cpsat_fixed_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","OPTIMAL_SOLUTION","0.5904567050747573","189","0","minimize","419","0.061678","0","","1","605","","","292","","189","","","","","79","136","","","","136","","","","","0.204138","","494","endtimes_reverse-cp2025","136","242","","190"
"cpsat_fixed_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-02.dzn","UNSATISFIABLE","1.4081205339170992","86","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.08805","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_fixedorderrestart_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-03.dzn","SATISFIED","301.18859485606663","5589","0","minimize","6774","299.114","291184","-873986605","1","5902","17","11163","1122815260","0.53","518","0.0","16.02","0.0","","60360","26861","393058","","","26861","1517","684759","61879","263","0.879524","0.149","7425","endtimes_reverse-cp2025","","705","291184","1506"
"chuffed_fixed_fixedorderrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","UNKNOWN","301.8370911621023","8260","0","minimize","9606","298.895","254332","-1900640869","0","7778","16","16387","1017212383","0.848","556","0.0","16.02","0.0","","499432","","2862","","","-1","1712","255582","501146","6","1.09584","0.0","10420","endtimes_reverse-cp2025","","816","254332","1703"
"cpotimizer_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-06.dzn","OPTIMAL_SOLUTION","2.2015073029324412","1274","0","minimize","1323","1.58","6608","","2","1763","","1338","","0.04","","11.0","","","","","1006","","","","1006","","12616","410","","0.292541","","1748","endtimes_reverse-cp2025","1006","252","","446"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","SATISFIED","301.36039697309025","9875","0","minimize","11539","298.82","599913","-1353804310","2","9376","2","20922","1805557057","0.596","1289","0.0","1.41","0.0","","131075","46711","94258","","","46711","1614","694840","132691","357","1.17232","18.097","12948","endtimes_reverse-cp2025","","847","599913","1604"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","SATISFIED","301.2427729140036","5898","0","minimize","6742","299.245","174624","770164627","1","5804","1","11469","789762179","0.581","352","0.0","2.11","0.0","","91951","30433","119858","","","30433","1200","294754","93153","257","0.747449","0.44","7617","endtimes_reverse-cp2025","","605","174624","1193"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","OPTIMAL_SOLUTION","2.222543472889811","1478","0","minimize","6097","1.8268","","","5","","","","","","2956","","","","610","","25599","","","","25599","","17","","","1.23116","","1063","endtimes_reverse-cp2025","25599","","","3705"
"cpotimizer_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","UNKNOWN","300.5808436749503","3203","0","minimize","3502","299.51","50775","","0","3287","","2981","","0.13","","66.0","","","","","","","","","","","105968","817","","0.489677","","4014","endtimes_reverse-cp2025","7284","378","","782"
"cpotimizer_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","UNSATISFIABLE","3.4753067269921303","9092","0","minimize","10023","0.79","14","","0","8120","","8090","","0.66","","222.0","","","","","","","","","","","95","2061","","1.17166","","10840","endtimes_reverse-cp2025","45457","786","","1947"
"cpsat_fixed_standard_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-01.dzn","OPTIMAL_SOLUTION","76.44915394880809","985","0","minimize","2797","72.8442","185005","","8","3285","","","108302814","","1135","","","","","722","31403","","","","31403","","","","","0.682926","","2838","endtimes_reverse-cp2025","31403","1335","","1435"
"cpsat_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-02.dzn","OPTIMAL_SOLUTION","0.4901738178450614","","0","minimize","44","0.023938","0","","1","","","","0","","","","","","","0","334","","","","334","","","","","0.167284","","14","endtimes_reverse-cp2025","334","","","17"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-03.dzn","OPTIMAL_SOLUTION","0.4349174569360912","","0","minimize","36","0.002","0","-479462407","1","","1","31","52","0.01","","0.0","0.04","0.0","","9267","295","0","","","295","19","1","9288","1","0.179124","0.002","14","endtimes_reverse-cp2025","","","0","17"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","OPTIMAL_SOLUTION","0.7874422059394419","189","0","minimize","583","0.088957","1","","1","605","","","4123","","189","","","","","77","4373","","","","4373","","","","","0.249843","","560","endtimes_reverse-cp2025","4373","242","","270"
"chuffed_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","UNKNOWN","302.1466247928329","13522","0","minimize","15194","","","","0","11625","","","","","735","","","","","","","","","","","","","","","1.43382","","16341","endtimes_reverse-cp2025","","1088","","2206"
"gurobi_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-06.dzn","UNSATISFIABLE","1.3655435398686677","1039","0","minimize","4133","0.0113","","","0","","","","","","2297","","","","329","","","","","","","","0","","","0.939494","","694","endtimes_reverse-cp2025","1e+100","","","2648"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","SATISFIED","301.22955318703316","2079","0","minimize","4882","81.4246","0","","70","6655","","","0","","2079","","","","","0","64847","","","","64847","","","","","0.939111","","5680","endtimes_reverse-cp2025","63978","2662","","2403"
"chuffed_fixed_standardrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-01.dzn","UNKNOWN","300.4409002051689","774","0","minimize","1177","299.664","393827","1951519376","0","995","17","1689","2343569599","0.082","102","0.0","3.16","0.0","","109059","","359511","","","-1","379","753219","109440","12","0.326833","0.0","1225","endtimes_reverse-cp2025","","136","393827","373"
"chuffed_free_priority_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","UNSATISFIABLE","7.868881806964055","8420","0","minimize","10303","4.435","1279","-527844931","0","8161","7","17182","14313351","1.034","753","0.0","16.02","0.0","","545142","","1243","","","-1","2158","2439","547302","171","1.30251","0.0","10771","endtimes_reverse-cp2025","","936","1279","2146"
"chuffed_fixed_fixedorderrestart_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","OPTIMAL_SOLUTION","0.4583886379841715","6","0","minimize","80","0.003","0","1151113601","1","3","1","77","230","0.026","","0.0","0.05","0.0","","27322","580","0","","","580","38","3","27362","3","0.184453","0.003","36","endtimes_reverse-cp2025","","","0","36"
"chuffed_free_priority_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-04.dzn","OPTIMAL_SOLUTION","0.7452022160869092","447","0","minimize","856","0.009","0","1202627393","1","990","1","1048","2339","0.155","211","0.0","0.42","0.0","","171309","205","0","","","205","459","50","171770","50","0.269942","0.009","830","endtimes_reverse-cp2025","","196","0","457"
"chuffed_fixed_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","UNSATISFIABLE","1.7360428059473634","84","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.3891","","","endtimes_reverse-cp2025","","","",""
"cpotimizer_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-03.dzn","UNKNOWN","301.42567145009525","10921","0","minimize","11519","298.86","35730","","0","9398","","8531","","0.59","","186.0","","","","","","","","","","","73972","1809","","1.14123","","12762","endtimes_reverse-cp2025","35109","882","","1770"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-06.dzn","OPTIMAL_SOLUTION","0.9642907169181854","1674","0","minimize","2147","0.028","169","1726544559","1","1979","1","3346","136014","0.173","143","0.0","0.19","0.0","","13453","11577","11","","","11577","549","288","14004","109","0.405418","0.019","2417","endtimes_reverse-cp2025","","242","169","546"
"gurobi_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","UNSATISFIABLE","1.901590668130666","1577","0","minimize","8932","0.0226","","","0","","","","","","3912","","","","987","","","","","","","","0","","","1.39907","","1334","endtimes_reverse-cp2025","1e+100","","","5127"
"gurobi_free_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","OPTIMAL_SOLUTION","118.75813158601522","6194","0","minimize","38811","117.6818","","","14","","","","","","15870","","","","2790","","42543","","301","","42543","","2127","","","6.49254","","3446","endtimes_reverse-cp2025","42543","","","21979"
"cpsat_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-05.dzn","UNSATISFIABLE","0.9779551811516285","57","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.697566","","","endtimes_reverse-cp2025","","","",""
"cpotimizer_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-03.dzn","OPTIMAL_SOLUTION","5.8781926040537655","1306","0","minimize","1484","5.18","11506","","4","1761","","1525","","0.05","","20.0","","","","","1919","","","","1919","","22455","516","","0.320702","","1836","endtimes_reverse-cp2025","1919","247","","496"
"cpsat_fixed_standard_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","OPTIMAL_SOLUTION","1.9755141269415617","591","0","minimize","1662","0.35264","1","","1","1971","","","27852","","681","","","","","266","7284","","","","7284","","","","","0.455451","","1684","endtimes_reverse-cp2025","7284","801","","846"
"gurobi_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-03.dzn","UNSATISFIABLE","7.130131023935974","7399","0","satisfy","","","","","","","","","","","12585","","","","","","","","","","","","","","","6.18647","","","endtimes_reverse-cp2025","","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","UNKNOWN","308.13062464399263","124100","0","minimize","127190","","","","0","79180","","","","","2055","","","","","","","","","","","","","","","7.82294","","133593","endtimes_reverse-cp2025","","3630","","6175"
"chuffed_fixed_priority_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","UNKNOWN","302.358518691035","15547","0","minimize","18038","","","","0","13700","","","","","1119","","","","","","","","","","","","","","","1.68554","","18890","endtimes_reverse-cp2025","","1404","","3044"
"chuffed_fixed_fixedorderrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","UNSATISFIABLE","36.69314826885238","1252","0","minimize","1645","35.89","326032","1886115293","0","1805","17","2469","219694873","0.093","158","0.0","1.41","0.0","","63032","","810","","","-1","528","326874","63562","4","0.348424","0.0","1950","endtimes_reverse-cp2025","","257","326032","523"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","OPTIMAL_SOLUTION","2.063228253973648","1505","0","minimize","8260","1.6775","","","1","","","","","","3609","","","","915","","9646","","","","9646","","1","","","1.34168","","1293","endtimes_reverse-cp2025","9646","","","4754"
"chuffed_fixed_standard_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","OPTIMAL_SOLUTION","0.8938692770898342","1208","0","minimize","1700","0.012","1","2100171261","1","1847","1","2471","7649","0.145","202","0.0","2.11","0.0","","79138","4062","0","","","4062","618","109","79758","108","0.400729","0.011","1938","endtimes_reverse-cp2025","","282","1","613"
"chuffed_fixed_fixedorderrestart_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","UNKNOWN","301.73491157917306","6265","0","minimize","7901","298.97","246283","-199183480","0","6425","16","12871","402191402","0.773","631","0.0","16.02","0.0","","518038","","4536","","","-1","1830","249336","519870","6","1.02174","0.0","8262","endtimes_reverse-cp2025","","780","246283","1821"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-02.dzn","OPTIMAL_SOLUTION","2.062399474903941","1330","0","minimize","1710","1.219","4929","692359681","3","1807","3","2572","6331927","0.118","148","0.0","1.41","0.0","","29113","4956","2687","","","4956","503","7939","29618","108","0.368633","0.538","2046","endtimes_reverse-cp2025","","242","4929","497"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-01.dzn","OPTIMAL_SOLUTION","0.6714423107914627","","0","minimize","301","0.032246","0","","1","","","","5","","","","","","","1","8247","","","","8247","","","","","0.222842","","110","endtimes_reverse-cp2025","8247","","","127"
"gurobi_free_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","OPTIMAL_SOLUTION","1.3558885687962174","1033","0","minimize","3883","1.0307","","","2","","","","","","1476","","","","372","","6281","","","","6281","","1","","","0.831894","","549","endtimes_reverse-cp2025","6281","","","2189"
"chuffed_fixed_priorityrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-03.dzn","UNKNOWN","300.81252748612314","3866","0","minimize","4636","299.35","1404119","-1122844828","0","4365","20","7617","493188211","0.279","363","0.0","7.12","0.0","","186998","","3992","","","-1","1082","1408164","188082","14","0.651905","0.0","5245","endtimes_reverse-cp2025","","544","1404119","1073"
"cpsat_fixed_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-05.dzn","UNSATISFIABLE","3.0430085009429604","980","0","minimize","2739","0.050974","0","","0","3215","","","0","","1080","","","","","0","","","","","0","","","","","0.625289","","2773","endtimes_reverse-cp2025","0","1310","","1363"
"chuffed_fixed_fixedorderrestart_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","OPTIMAL_SOLUTION","0.7486596661619842","636","0","minimize","1068","0.032","143","-128068749","1","953","2","1462","137160","0.079","118","0.0","0.94","0.0","","18043","7137","77","","","7137","415","242","18460","57","0.326839","0.019","1101","endtimes_reverse-cp2025","","146","143","411"
"gurobi_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","UNSATISFIABLE","11.431003839941695","10166","0","satisfy","","","","","","","","","","","22722","","","","","","","","","","","","","","","9.98232","","","endtimes_reverse-cp2025","","","",""
"cpsat_free_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-04.dzn","OPTIMAL_SOLUTION","1.1584296629298478","378","0","minimize","917","0.285784","0","","4","1210","","","6207","","378","","","","","22","2219","","","","2219","","","","","0.291463","","1026","endtimes_reverse-cp2025","2219","484","","434"
"cpsat_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","UNSATISFIABLE","3.560053718974814","980","0","minimize","2765","0.049814","0","","0","3215","","","0","","1080","","","","","0","","","","","0","","","","","0.647155","","2793","endtimes_reverse-cp2025","0","1310","","1378"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","OPTIMAL_SOLUTION","1.630375528940931","1998","0","minimize","2681","0.435","325","1125713495","2","2141","4","4121","1835210","0.275","151","0.0","0.94","0.0","","71831","20109","88","","","20109","648","654","72481","118","0.474716","0.025","2831","endtimes_reverse-cp2025","","242","325","644"
"cpsat_free_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","OPTIMAL_SOLUTION","12.420338831841946","1773","0","minimize","4739","5.31505","2246","","29","5913","","","2271958","","2043","","","","","1125","47632","","","","47632","","","","","0.964249","","4962","endtimes_reverse-cp2025","47632","2403","","2449"
"chuffed_fixed_standardrestart_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-03.dzn","UNSATISFIABLE","1.0758015429601073","55","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.788277","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_standard_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-05.dzn","UNSATISFIABLE","1.1212090458720922","58","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.829496","","","endtimes_reverse-cp2025","","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-03.dzn","UNKNOWN","304.8136266369838","58908","0","minimize","61064","","","","0","40874","","","","","1375","","","","","","","","","","","","","","","4.18817","","65279","endtimes_reverse-cp2025","","2420","","4169"
