"configuration","problem","model","data_file","status","time","method","solver_objective","boolVariables","flatBoolConstraints","optTime","variables","evaluatedReifiedConstraints","run","initTime","trailMem","paths","restarts","peakMem","objective","intVars","flatBoolVars","eliminatedLinearConstraints","nodes","flatIntConstraints","nSolutions","evaluatedHalfReifiedConstraints","peakDepth","solveTime","backjumps","openNodes","nogoods","propagators","objectiveBound","baseMem","eliminatedImplications","flatTime","flatIntVars","propagations","failures","randomSeed"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-04.dzn","SATISFIED","300.7373801590875","minimize","2484","1340","1815","","","567","makespan_reverse-cp2025_big","","","0","","","2484","","1952","","","2473","6","567","","86.2544","","","","","1539","","726","0.592514","1175","121981647","270296",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-04.dzn","SATISFIED","301.5134064068552","minimize","2714","0","4840","","","1512","makespan_reverse-cp2025_big","","","0","","","2714","","4862","","","5640","145","1512","","217.993","","","","","2696","","1936","1.08393","2712","0","0",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","UNKNOWN","303.3871844338719","minimize","","","24709","","","36856","makespan_reverse-cp2025_big","","","0","","","","","41021","","","39816","0","766","","","","","","","","","1331","2.92248","3119","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","SATISFIED","302.10514719900675","minimize","","","8328","","","12088","makespan_reverse-cp2025_big","","","0","","","3220","","14020","","","14318","1","280","","","","","","","","","484","1.35071","1676","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","SATISFIED","302.2976640709676","minimize","4246","1923","4840","","","1512","makespan_reverse-cp2025_big","","","0","","","4246","","4778","","","5338","2","1512","","33.0643","","","","","3655","","1936","1.06119","2580","11883119","9787",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-04.dzn","SATISFIED","303.15120589593425","minimize","","","18932","","","28728","makespan_reverse-cp2025_big","","","0","","","3688","","32038","","","31668","2","558","","","","","","","","","968","2.44889","2640","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-06.dzn","OPTIMAL_SOLUTION","1.1372127179056406","minimize","1605","23964","2395","0.041","24618","2506","makespan_reverse-cp2025_big","0.189","2.11","0","2","0.0","1605","652","3332","","381","3198","1","144","121","0.041","0","","255","5192","","0.0","242","0.511235","644","215268","255","1220797633"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","SATISFIED","302.6459001430776","minimize","3868","","12496","","2825","19642","makespan_reverse-cp2025_big","1.09","","0","","446.0","3868","","21727","","88561","22041","59","","","72.34","","","","14625","2667","","605","1.76","2056","","38542",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","SATISFIED","302.1606960790232","minimize","","","8328","","","12088","makespan_reverse-cp2025_big","","","0","","","3252","","14020","","","14318","2","280","","","","","","","","","484","1.29879","1676","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","OPTIMAL_SOLUTION","0.6935317649040371","minimize","1342","4051","899","0.01","4380","656","makespan_reverse-cp2025_big","0.084","0.63","0","1","0.0","1342","327","1073","","97","997","1","74","57","0.011","3","","37","1397","","0.0","121","0.286709","323","15287","37","1910441774"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-01.dzn","UNKNOWN","308.2228517679032","minimize","","","24200","","","7560","makespan_reverse-cp2025_big","","","0","","","","","19910","","","15720","0","7560","","","","","","","","","9680","2.84657","7817","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","SATISFIED","307.9995729709044","minimize","9175","","79180","","6300","126155","makespan_reverse-cp2025_big","6.83","","0","","2450.0","9175","","133593","","92250","127142","23","","","229.6","","","","73400","8032","","3630","7.59485","6127","","42354",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-03.dzn","SATISFIED","301.9942233799957","minimize","","","6111","","","8796","makespan_reverse-cp2025_big","","","0","","","2952","","10399","","","10806","2","224","","","","","","","","","363","1.1719","1419","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","OPTIMAL_SOLUTION","0.911042207153514","minimize","1454","5","605","","","189","makespan_reverse-cp2025_big","","","0","","","1454","","576","","","631","1","189","","0.11181","","","","","1454","","242","0.250056","294","1149","0",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","OPTIMAL_SOLUTION","2.3463450870476663","minimize","1123","","","","","1812","makespan_reverse-cp2025_big","","","0","","","1123","","1253","610","1","8057","1","4448","","1.9514","","","","","1123","","","1.5724","5176","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","SATISFIED","302.6156342611648","minimize","","","12496","","","19282","makespan_reverse-cp2025_big","","","0","","","3968","","21727","","","22090","2","360","","","","","","","","","605","1.7797","2105","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","OPTIMAL_SOLUTION","0.509022856131196","minimize","350","0","","","","","makespan_reverse-cp2025_big","","","0","","","350","","14","","","44","1","","","0.024211","","","","","350","","","0.17179","17","0","0",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","SATISFIED","302.49248573812656","minimize","3210","","11601","","2772","17848","makespan_reverse-cp2025_big","1.02","","0","","426.0","3210","","19905","","385295","20190","23","","","287.39","","","","13644","2863","","605","1.71486","2028","","169327",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","UNKNOWN","302.6839741009753","minimize","","","12496","","","19282","makespan_reverse-cp2025_big","","","0","","","","","21727","","","22090","0","360","","","","","","","","","605","1.81076","2105","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-02.dzn","SATISFIED","300.85793614410795","minimize","1523","33861","2605","0.036","34683","2926","makespan_reverse-cp2025_big","0.358","2.11","0","1","0.0","1523","820","3889","","636979","3961","1","149","133","299.414","103","","636718","6302","","0.0","242","0.577535","802","1521784573","636718","1727150672"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","304.6661814120598","minimize","","","63830","","","99110","makespan_reverse-cp2025_big","","","0","","","7026","","107237","","","102262","1","1716","","","","","","","","","3025","6.71359","5415","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","SATISFIED","303.9511170249898","minimize","7138","0","12100","","","3780","makespan_reverse-cp2025_big","","","0","","","7138","","10408","","","9138","113","3780","","80.6187","","","","","6229","","4840","1.68659","4508","0","0",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","302.5016975160688","minimize","3636","","8780","","2391","13281","makespan_reverse-cp2025_big","0.84","","0","","390.0","3636","","15013","","299497","15355","41","","","194.76","","","","10705","2899","","484","1.4208","1719","","138754",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","OPTIMAL_SOLUTION","0.49258393608033657","minimize","505","28379","","0.004","28418","","makespan_reverse-cp2025_big","0.026","0.05","0","1","0.0","505","37","28","","2","67","1","","2","0.005","0","","0","56","","0.0","","0.19869","32","139","0","1706330132"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-03.dzn","OPTIMAL_SOLUTION","0.8856604981701821","minimize","1579","","1143","","587","1215","makespan_reverse-cp2025_big","0.06","","0","","32.0","1579","","1640","","586","1710","1","","","0.11","","","","1600","1579","","121","0.316458","424","","288",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","OPTIMAL_SOLUTION","1.2867892689537257","minimize","1654","9600","3289","0.024","10373","3152","makespan_reverse-cp2025_big","0.283","0.28","0","1","0.0","1654","771","4225","","630","3759","1","212","159","0.025","362","","139","6221","","0.0","363","0.532597","764","193566","139","-1003050762"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","SATISFIED","301.960631351918","minimize","4163","","","","","5248","makespan_reverse-cp2025_big","","","0","","","4163","","3551","1830","2502","41817","30","24873","","300.3694","","637","","","3942","","","8.44488","27076","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","UNKNOWN","308.282673423877","minimize","","","80575","","","126890","makespan_reverse-cp2025_big","","","0","","","","","136431","","","130113","0","2055","","","","","","","","","3630","8.00051","6236","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","UNKNOWN","303.52065296517685","minimize","","","20008","","","30880","makespan_reverse-cp2025_big","","","0","","","","","34162","","","33711","0","560","","","","","","","","","968","2.56173","2592","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-02.dzn","UNKNOWN","304.8578053400852","minimize","","","34928","","","52726","makespan_reverse-cp2025_big","","","0","","","","","58032","","","55772","0","1035","","","","","","","","","1815","3.96458","3789","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","SATISFIED","303.47494415799156","minimize","","","20008","","","30880","makespan_reverse-cp2025_big","","","0","","","7189","","34162","","","33711","3","560","","","","","","","","","968","2.51328","2592","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-03.dzn","UNKNOWN","308.0595372521784","minimize","","","77300","","","120340","makespan_reverse-cp2025_big","","","0","","","","","129824","","","123394","0","2056","","","","","","","","","3630","7.55424","6158","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-03.dzn","UNKNOWN","302.1266824500635","minimize","","","6050","","","1890","makespan_reverse-cp2025_big","","","0","","","","","5730","","","6022","0","1890","","","","","","","","","2420","1.23669","2924","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-03.dzn","OPTIMAL_SOLUTION","64.65753356693313","minimize","10078","4896","24200","","","7560","makespan_reverse-cp2025_big","","","0","","","10078","","19920","","","15756","1","7560","","8.9165","","","","","10078","","9680","2.84569","7833","3037919","10086",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","SATISFIED","303.5348347588442","minimize","","","22893","","","35508","makespan_reverse-cp2025_big","","","0","","","6009","","39077","","","38372","1","628","","","","","","","","","1089","2.68726","2765","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-04.dzn","SATISFIED","301.4635256109759","minimize","2513","85597","4685","40.593","86802","5944","makespan_reverse-cp2025_big","0.723","7.12","0","4","0.0","2513","1203","7336","","754678","7449","4","211","195","299.162","351481","","402387","12569","","0.0","363","0.830668","1179","1415875955","402387","430962860"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-06.dzn","OPTIMAL_SOLUTION","1.220677088946104","minimize","2477","29785","1380","0.068","30301","1618","makespan_reverse-cp2025_big","0.22","0.42","0","2","0.0","2477","514","2202","","1739","2344","2","87","65","0.164","787","","826","3598","","0.0","121","0.446176","507","1277715","826","2017674082"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","SATISFIED","301.10627596382983","minimize","3527","1536","2420","","","756","makespan_reverse-cp2025_big","","","0","","","3527","","2732","","","3617","3","756","","26.1839","","","","","2800","","968","0.795168","1725","11957879","32260",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","OPTIMAL_SOLUTION","0.5350974639877677","minimize","328","0","","","","","makespan_reverse-cp2025_big","","","0","","","328","","26","","","82","1","","","0.027891","","","","","328","","","0.181241","33","0","0",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","SATISFIED","302.19458540691994","minimize","","","8279","","","11990","makespan_reverse-cp2025_big","","","0","","","3936","","13944","","","14204","1","292","","","","","","","","","484","1.31093","1668","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-01.dzn","OPTIMAL_SOLUTION","0.6438887380063534","minimize","786","3534","885","0.008","3832","628","makespan_reverse-cp2025_big","0.056","0.63","0","1","0.0","786","296","1017","","60","906","1","72","58","0.008","2","","1","1302","","0.0","121","0.282246","291","3618","1","-1533094500"
