"configuration","problem","model","data_file","status","time","objectiveBound","solver_objective","eliminatedImplications","randomSeed","flatBoolVars","nodes","boolVariables","propagators","backjumps","baseMem","evaluatedReifiedConstraints","flatIntConstraints","nSolutions","evaluatedHalfReifiedConstraints","flatBoolConstraints","run","trailMem","solveTime","flatTime","method","eliminatedLinearConstraints","flatIntVars","variables","intVars","nogoods","propagations","peakMem","failures","restarts","peakDepth","paths","initTime","openNodes"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","SATISFIED","18.903358411043882","","","","","3607","1","","","","","5280","44408","1","26671","","sat_reverse-cp2025_big","","17.829","8.57179","satisfy","1830","28861","","","","","","","","","0","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-02.dzn","SATISFIED","18.446612337138504","","","1331","-418884800","44946","18092","146019","81708","14487","0.0","40774","43764","1","765","26668","sat_reverse-cp2025_big","24.03","9.594","3.03702","satisfy","","3133","149193","3172","2996","135082519","0.0","2996","0","608","0","3.358",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-06.dzn","SATISFIED","9.868114951997995","","","605","1790308616","21163","9852","106797","38666","6139","0.0","18718","21526","1","360","12214","sat_reverse-cp2025_big","4.75","4.405","1.78573","satisfy","","2105","108942","2143","3391","61939170","0.0","3391","0","321","0","2.065999",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-01.dzn","ALL_SOLUTIONS","205.1026067729108","0","0","2420","","5720","","4112","","","","1890","5986","1","1890","6050","sat_reverse-cp2025_big","","188.738","1.14669","satisfy","","2908","","","","65224515","","86147","","","0","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","ALL_SOLUTIONS","10.083612265996635","0","0","968","","2760","","719","","","","756","3676","1","756","2420","sat_reverse-cp2025_big","","2.02639","0.807745","satisfy","","1754","","","","396918","","1196","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-02.dzn","SATISFIED","8.102783597074449","","","","","2547","1","","","","","3782","24869","1","14752","","sat_reverse-cp2025_big","","7.4044","4.69816","satisfy","1220","16200","","","","","","","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","SATISFIED","7.553869165945798","","","726","-2042098323","25498","4945","99128","46735","3652","0.0","22744","25691","1","420","14798","sat_reverse-cp2025_big","3.16","1.799","1.95838","satisfy","","2326","101496","2366","703","28507848","0.0","703","3","376","0","2.14",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","1.108377985889092","","","242","","3194","58","","2795","","","2460","3166","1","","2302","sat_reverse-cp2025_big","","0.12","0.457302","satisfy","","703","921","","","","51.0","14","","","0","0.1",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-05.dzn","UNKNOWN","301.90347025496885","","","484","1670686211","13082","363966","273456","23374","144575","0.0","11224","13249","0","280","7896","sat_reverse-cp2025_big","3.16","298.81","1.18159","satisfy","","1578","275066","1608","218876","1512047582","0.0","218876","16","37","0","0.94",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","SATISFIED","2.6210551620461047","","","363","2117429891","9007","1024","54029","15890","53","0.0","7502","9291","1","216","5464","sat_reverse-cp2025_big","1.41","0.182","0.921131","satisfy","","1313","55369","1338","684","1621221","0.0","684","3","198","0","0.749",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","SATISFIED","0.5792033500038087","","","121","808585628","719","50","59324","704","0","0.0","414","486","1","68","778","sat_reverse-cp2025_big","0.08","0.006","0.233145","satisfy","","190","59517","191","0","1382","0.0","0","0","49","0","0.06",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-02.dzn","SATISFIED","14.932951135095209","","","1210","-1174316366","38796","4042","288105","70161","2236","0.0","34950","37811","1","696","23185","sat_reverse-cp2025_big","3.16","5.076","2.79772","satisfy","","2922","291068","2961","1246","51198075","0.0","1246","0","559","0","4.227",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-04.dzn","SATISFIED","1.5784458760172129","","","242","1700955222","3236","2178","31508","5120","1096","0.0","2356","3257","1","136","2320","sat_reverse-cp2025_big","1.41","0.356","0.488821","satisfy","","736","32260","750","958","2068652","0.0","958","0","123","0","0.293",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","SATISFIED","0.7976101220119745","","","121","1540367970","1617","69","4033","2534","1","0.0","1116","1704","1","72","1129","sat_reverse-cp2025_big","3.16","0.009","0.347185","satisfy","","439","4479","444","1","10307","0.0","1","0","66","0","0.114",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-03.dzn","UNKNOWN","305.53498303494416","","","2420","","80022","","","","","","73378","76301","0","1376","48109","sat_reverse-cp2025_big","","","4.89106","satisfy","","4532","","","","","","","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","SATISFIED","2.3544106201734394","","","242","2086929683","6336","2879","25847","11181","2297","0.0","5154","6765","1","156","3719","sat_reverse-cp2025_big","4.75","0.262","0.800395","satisfy","","1076","26946","1097","379","5222385","0.0","379","2","147","0","0.631",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-06.dzn","SATISFIED","1.1145575169939548","","","121","1535376161","1009","61","474768","1272","0","0.0","634","874","1","72","888","sat_reverse-cp2025_big","0.08","0.014","0.272068","satisfy","","272","475048","278","0","3971","0.0","0","0","60","0","0.433",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-06.dzn","SATISFIED","8.917250985046849","","","605","","20156","11556","","13771","","","18099","20441","1","","11728","sat_reverse-cp2025_big","","3.8","1.66718","satisfy","","2028","2772","","","","488.0","5528","","","0","1.16",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","SATISFIED","5.126828328007832","","","484","","14020","1989","","10009","","","12368","14281","1","","8328","sat_reverse-cp2025_big","","1.86","1.30108","satisfy","","1639","2240","","","","269.0","919","","","0","0.67",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","SATISFIED","25.287461736006662","","","2420","753949280","81370","10191","245544","147735","1141","0.0","74726","77649","1","1376","48783","sat_reverse-cp2025_big","36.04","7.533","4.89923","satisfy","","4532","250117","4571","7814","57445662","0.0","7814","8","1030","0","7.946",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-03.dzn","SATISFIED","52.01282886695117","","","363","-1306359543","10399","4438","1479231","18584","2200","0.0","8796","10806","1","224","6111","sat_reverse-cp2025_big","10.68","48.635","1.019849","satisfy","","1419","1480679","1446","1786","58510777","0.0","1786","9","238","0","1.03",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","ALL_SOLUTIONS","0.501586397876963","0","0","","","14","","0","","","","","44","1","","","sat_reverse-cp2025_big","","0.021637","0.172004","satisfy","","17","","","","0","","0","","","0","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-05.dzn","SATISFIED","6.335562653141096","","","605","2030883563","19705","4298","107062","35876","2662","0.0","17324","20006","1","352","11517","sat_reverse-cp2025_big","10.68","1.446","1.64569","satisfy","","2045","109145","2081","1320","15010526","0.0","1320","0","315","0","1.826",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","2.0514880688861012","","","","","1138","1","","","","","1570","6775","1","3493","","sat_reverse-cp2025_big","","1.6778","1.29542","satisfy","610","4223","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-01.dzn","SATISFIED","27.32906465511769","","","605","1983054845","21065","33786","198138","38470","17615","0.0","18620","21428","1","360","12165","sat_reverse-cp2025_big","2.11","22.095","1.72988","satisfy","","2105","200283","2143","15876","161343787","0.0","15876","0","294","0","1.945",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","SATISFIED","0.4642851061653346","","","","-1526461196","30","3","25017","67","0","0.0","4","73","1","","2","sat_reverse-cp2025_big","0.05","0.005","0.186475","satisfy","","33","25054","35","0","203","0.0","0","0","2","0","0.022",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-02.dzn","UNKNOWN","303.8685072909575","","","1452","","48015","","","","","","43550","46577","0","833","28627","sat_reverse-cp2025_big","","","3.26552","satisfy","","3306","","","","","","","","","0","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-03.dzn","SATISFIED","0.4493347720708698","","","","277360844","14","1","9267","31","0","0.0","","36","1","","","sat_reverse-cp2025_big","0.04","0.001","0.185951","satisfy","","17","9288","19","0","52","0.0","0","0","0","0","0.01",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-01.dzn","SATISFIED","196.16276305913925","","","","","8257","1","","","","","9790","134905","1","76911","","sat_reverse-cp2025_big","","193.4894","23.9856","satisfy","6100","84577","","","","","","","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-02.dzn","SATISFIED","20.71302164508961","","","1452","1077285225","48015","16452","216879","87087","1938","0.0","43550","46577","1","833","28627","sat_reverse-cp2025_big","3.16","10.087","3.33555","satisfy","","3306","220226","3345","13713","94662710","0.0","13713","9","656","0","4.369",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","UNKNOWN","0.5000767349265516","0","0","","","42","","0","","","","","121","0","","","sat_reverse-cp2025_big","","0.003822","0.184136","satisfy","","49","","","","0","","0","","","0","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","ALL_SOLUTIONS","27.598287078086287","0","0","2178","","5278","","2436","","","","1701","5765","1","1701","5445","sat_reverse-cp2025_big","","14.4257","1.11725","satisfy","","2789","","","","2056826","","5773","","","0","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","SATISFIED","3.3464632048271596","","","363","1197801914","9149","2415","116599","16127","877","0.0","7610","9467","1","220","5518","sat_reverse-cp2025_big","1.41","0.584","0.996403","satisfy","","1345","117972","1371","1275","5322987","0.0","1275","4","182","0","0.903",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","SATISFIED","17.603664187947288","","","1815","-594332151","62138","6290","206342","113060","1198","0.0","56832","59878","1","1035","36981","sat_reverse-cp2025_big","24.03","4.551","4.21658","satisfy","","3789","210171","3827","4287","37561038","0.0","4287","0","804","0","5.241",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-01.dzn","SATISFIED","4.063101067906246","","","484","1499286103","14388","1998","97487","25949","330","0.0","12428","14711","1","284","8498","sat_reverse-cp2025_big","7.12","0.468","1.31838","satisfy","","1702","99222","1733","1245","4760165","0.0","1245","4","260","0","1.196",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-01.dzn","SATISFIED","0.8358103309292346","","","121","-1451799438","829","55","267314","939","0","0.0","492","654","1","68","817","sat_reverse-cp2025_big","0.28","0.01","0.249037","satisfy","","236","267555","239","0","2461","0.0","0","0","54","0","0.24",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-03.dzn","SATISFIED","0.4433890269137919","","","","844033233","14","1","9267","31","0","0.0","","36","1","","","sat_reverse-cp2025_big","0.04","0.002","0.180994","satisfy","","17","9288","19","0","52","0.0","0","0","0","0","0.01",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","SATISFIED","0.9340970630291849","","","","","510","0","","","","","677","2441","1","1058","","sat_reverse-cp2025_big","","0.6185","0.563094","satisfy","305","1437","","","","","","","","","0","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","ALL_SOLUTIONS","20.982110081007704","0","0","2178","","5254","","400","","","","1701","5680","1","1701","5445","sat_reverse-cp2025_big","","5.94832","1.08661","satisfy","","2752","","","","759448","","236","","","0","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","SATISFIED","1.3270967199932784","","","363","","4225","24","","3121","","","3364","3747","1","","3289","sat_reverse-cp2025_big","","0.18","0.488593","satisfy","","752","873","","","","66.0","1","","","0","0.14",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-02.dzn","SATISFIED","0.728174801915884","","","121","-1070140656","1186","84","8781","1616","0","0.0","728","1174","1","77","935","sat_reverse-cp2025_big","0.19","0.011","0.308646","satisfy","","373","9159","376","21","23245","0.0","21","0","62","0","0.096",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-03.dzn","SATISFIED","3.2183443170506507","","","363","-26567761","10399","1224","31244","18584","138","0.0","8796","10806","1","224","6111","sat_reverse-cp2025_big","10.68","0.198","1.07352","satisfy","","1419","32692","1446","787","1972044","0.0","787","3","204","0","1.04",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-06.dzn","SATISFIED","15.064826329005882","","","1089","-199290248","35437","12102","123439","64198","3066","0.0","31824","34795","1","630","21051","sat_reverse-cp2025_big","2.11","6.788","2.65596","satisfy","","2807","126286","2845","8520","83363002","0.0","8520","0","515","0","3.276",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","SATISFIED","41.4227201200556","","","3630","270926404","136431","13220","394239","250277","3171","0.0","126890","130113","1","2055","80575","sat_reverse-cp2025_big","16.02","14.509","7.70221","satisfy","","6236","400515","6274","8149","88528757","0.0","8149","8","1506","0","11.812",""
