"configuration","problem","model","data_file","status","time","paths","randomSeed","nSolutions","flatIntConstraints","propagations","failures","baseMem","evaluatedReifiedConstraints","solveTime","openNodes","eliminatedImplications","intVars","initTime","optTime","eliminatedLinearConstraints","trailMem","variables","restarts","peakMem","flatBoolVars","solver_objective","run","flatTime","boolVariables","objectiveBound","peakDepth","propagators","nodes","flatBoolConstraints","flatIntVars","backjumps","evaluatedHalfReifiedConstraints","objective","nogoods","method"
"chuffed_fixed_priority_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-06.dzn","OPTIMAL_SOLUTION","0.8720806839410216","0","-833504066","1","2029","9049","1","0.0","1548","0.011","","272","593","0.118","0.011","","1.41","12252","1","0.0","2281","7152","endtimes_appear-cp2025","0.409125","11657","","113","3116","114","1990","586","0","183","7152","1","minimize"
"chuffed_free_priority_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-06.dzn","OPTIMAL_SOLUTION","38.5207934769569","0","-266771141","100","15026","52316096","6744","0.0","14030","34.4","","1089","1903","1.401","34.196","","3.16","910757","130","0.0","16920","41451","endtimes_appear-cp2025","1.2723","908852","","684","27102","91644","12154","1893","38123","621","41451","6744","minimize"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-04.dzn","OPTIMAL_SOLUTION","5.934102791012265","0","","1","5700","357060","2","","1696","1.96898","","2616","","","","","","","","","4906","18829","endtimes_appear-cp2025","1.15211","1267","18829","","","","6456","3174","","2736","18829","","minimize"
"chuffed_fixed_standardrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-03.dzn","OPTIMAL_SOLUTION","2.0575214710552245","0","-1175172442","1","6587","92738","10","0.0","5594","0.029","","680","1366","0.616","0.022","","1.41","14543","1","0.0","7341","25369","endtimes_appear-cp2025","0.767474","13175","","265","11039","338","5837","1359","64","456","25369","10","minimize"
"cpsat_free_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-01.dzn","OPTIMAL_SOLUTION","2.6592198580037802","0","","3","2357","123500","15","","636","1.08921","","981","","","","","","","","","1961","9086","endtimes_appear-cp2025","0.614454","231","9086","","","","2421","1293","","1026","9086","","minimize"
"chuffed_free_priority_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-06.dzn","OPTIMAL_SOLUTION","2.164661922957748","0","-1208380904","1","6666","87814","9","0.0","5265","0.049","","780","1712","0.582","0.02","","10.68","29811","1","0.0","7143","26016","endtimes_appear-cp2025","0.892752","28097","","263","10706","280","5925","1704","9","624","26016","9","minimize"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-02.dzn","SATISFIED","307.5152990309289","0","","12","119033","","","","114082","","","4230","","","","","","","","","123977","","endtimes_appear-cp2025","7.44408","","","","","","75686","7916","","3039","169590","","minimize"
"gurobi_free_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-02.dzn","OPTIMAL_SOLUTION","0.47835823509376496","0","","1","108","","","","86","0.2004","","","","","","","","","","","41","949","endtimes_appear-cp2025","0.197486","","949","","","0","","105","","106","949","","minimize"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-05.dzn","OPTIMAL_SOLUTION","32.38246745907236","0","","157","3820","8073233","9487","","1701","25.9933","","2178","","","","","","","","","4582","55785","endtimes_appear-cp2025","0.757874","967","55785","","","","5445","1882","","1701","55785","","minimize"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-04.dzn","OPTIMAL_SOLUTION","3.4163217899622396","0","","1","3090","188104","8","","848","0.939646","","1308","","","","","","","","","2586","16278","endtimes_appear-cp2025","0.715751","650","16278","","","","3228","1705","","1368","16278","","minimize"
"cpsat_fixed_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-05.dzn","UNKNOWN","0.5112320070620626","0","","0","122","0","0","","","0.003614","","","","","","","","","","","42","0","endtimes_appear-cp2025","0.186894","0","0","","","","","50","","","","","minimize"
"chuffed_fixed_fixedorderrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-06.dzn","OPTIMAL_SOLUTION","0.6579827540554106","0","1620582290","1","1025","6369","1","0.0","599","0.009","","156","421","0.058","0.008","","0.63","7408","1","0.0","1047","3891","endtimes_appear-cp2025","0.306189","6985","","60","1381","61","958","412","0","126","3891","1","minimize"
"chuffed_free_priority_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-03.dzn","UNKNOWN","304.84766837209463","0","","0","59309","","","","54802","","","3120","","","","","","","","","61733","","endtimes_appear-cp2025","4.28843","","","","","","40571","6237","","2475","","","minimize"
"chuffed_fixed_priority_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-04.dzn","OPTIMAL_SOLUTION","2.253548184991814","0","1696422136","1","8170","37696","0","0.0","7052","0.021","","816","1605","0.623","0.021","","4.75","21991","1","0.0","9113","30223","endtimes_appear-cp2025","0.927361","20384","","321","13893","321","7174","1594","0","543","30223","0","minimize"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-05.dzn","OPTIMAL_SOLUTION","1.1993959390092641","0","-371924879","2","4014","160647","80","0.0","3550","0.045","","484","859","0.209","0.022","","1.41","12424","2","0.0","4841","6248","endtimes_appear-cp2025","0.542927","11563","","204","6734","623","4059","853","135","275","6248","80","minimize"
"chuffed_fixed_fixedorderrestart_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t050-03.dzn","SATISFIED","312.0779349450022","0","","2","211404","","","","194496","","","7840","","","","","","","","","210120","","endtimes_appear-cp2025","15.365","","","","","","127908","18617","","8452","312990","","minimize"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-02.dzn","OPTIMAL_SOLUTION","0.8661973930429667","0","-944966037","1","1708","7963","1","0.0","1180","0.011","","302","659","0.105","0.011","","1.41","6186","1","0.0","1927","3091","endtimes_appear-cp2025","0.419934","5525","","108","2427","109","1880","649","0","227","3091","1","minimize"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-01.dzn","OPTIMAL_SOLUTION","3.9117975280387327","0","295711588","2","16755","224840","8","0.0","14489","0.1","","1404","2944","1.169","0.099","","7.12","44319","2","0.0","17729","39122","endtimes_appear-cp2025","1.56967","41373","","473","29063","972","13171","2930","21","1116","39122","8","minimize"
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-04.dzn","OPTIMAL_SOLUTION","2.1136691299034283","0","-724197545","1","8106","39842","1","0.0","7056","0.02","","816","1571","0.577","0.02","","2.11","26119","1","0.0","9082","18583","endtimes_appear-cp2025","0.869704","24546","","316","13871","317","7176","1561","0","540","18583","1","minimize"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-02.dzn","OPTIMAL_SOLUTION","73.70583361096215","0","","12","20771","8897336","1739","","6360","29.3798","","9810","","","","","","","","","18142","169590","endtimes_appear-cp2025","3.69039","4971","169590","","","","24210","11657","","10260","169590","","minimize"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-02.dzn","OPTIMAL_SOLUTION","1.2155592100461945","0","","3","822","9350","2","","198","0.296561","","272","","","","","","","","","679","8084","endtimes_appear-cp2025","0.313143","39","8084","","","","671","407","","238","8084","","minimize"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t050-03.dzn","UNKNOWN","311.05395173991565","0","","0","196475","","","","194832","","","5040","","12.83","","","","9036","","3467.0","204508","","endtimes_appear-cp2025","12.1846","","","","112923","","120250","9715","","","","","minimize"
"chuffed_free_priority_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-06.dzn","OPTIMAL_SOLUTION","2.380312019959092","0","2048372351","1","7654","512506","222","0.0","6880","0.085","","726","1324","0.721","0.038","","2.11","19668","3","0.0","8855","28674","endtimes_appear-cp2025","0.854769","18342","","308","13207","611","6866","1317","36","417","28674","222","minimize"
"chuffed_fixed_standardrestart_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-05.dzn","OPTIMAL_SOLUTION","4.31442214094568","0","1066183014","1","19065","269210","8","0.0","15296","0.083","","1568","3952","1.183","0.082","","7.12","46610","1","0.0","18655","34988","endtimes_appear-cp2025","1.90848","42656","","411","32294","491","13780","3935","73","1691","34988","8","minimize"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-02.dzn","UNKNOWN","301.29697689192835","0","","0","8441","","7896977","","7886","299.1","","756","","0.5","","","","1692","","194.0","9504","","endtimes_appear-cp2025","0.901753","","31770","","6802","15805226","7363","1623","","","","","minimize"
"chuffed_free_priority_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-04.dzn","OPTIMAL_SOLUTION","1.2257442879490554","0","1338602870","1","3373","207102","107","0.0","2467","0.043","","468","1066","0.215","0.023","","0.94","21378","2","0.0","3633","9815","endtimes_appear-cp2025","0.572433","20310","","161","5103","307","3209","1058","31","378","9815","107","minimize"
"chuffed_fixed_standardrestart_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-06.dzn","OPTIMAL_SOLUTION","2.6232309420593083","0","-1061907886","4","7817","301873","47","0.0","5337","0.167","","980","2538","0.603","0.164","","10.68","41479","4","0.0","7523","26016","endtimes_appear-cp2025","1.15375","38939","","263","11816","1131","6501","2528","35","1064","26016","47","minimize"
"cpotimizer_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-05.dzn","OPTIMAL_SOLUTION","6.4845843110233545","0","","3","1870","","21229","","1583","5.65","","242","","0.07","","","","617","","38.0","2179","14079","endtimes_appear-cp2025","0.366387","","14078","","1808","42196","1864","518","","","14079","","minimize"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-05.dzn","UNKNOWN","301.88110770995263","0","-457385231","0","9596","1272895463","136535","0.0","8744","299.028","","847","1517","0.978","0.0","","2.11","91149","15","0.0","11030","-1","endtimes_appear-cp2025","0.963655","89630","","24","16736","444907","8369","1511","309246","491","","136535","minimize"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-01.dzn","OPTIMAL_SOLUTION","0.5969879910117015","0","-1187559318","1","680","2276","0","0.0","500","0.007","","121","249","0.043","0.007","","0.63","4757","1","0.0","850","1779","endtimes_appear-cp2025","0.257319","4506","","55","964","55","821","246","0","71","1779","0","minimize"
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-04.dzn","OPTIMAL_SOLUTION","0.8509185990551487","0","-299498801","1","1723","6832","0","0.0","1281","0.012","","262","563","0.104","0.012","","2.11","11557","1","0.0","2006","5474","endtimes_appear-cp2025","0.397056","10992","","111","2554","111","1833","555","0","172","5474","0","minimize"
"cpsat_fixed_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-02.dzn","OPTIMAL_SOLUTION","6.869770280900411","0","","2","4559","177556","13","","1632","1.34076","","2296","","","","","","","","","4528","40742","endtimes_appear-cp2025","0.915853","824","40742","","","","5560","2385","","2032","40742","","minimize"
"cpsat_fixed_standard_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-01.dzn","OPTIMAL_SOLUTION","4.64657772204373","0","","3","3055","87435","97","","1323","0.754342","","1694","","","","","","","","","3594","29910","endtimes_appear-cp2025","0.627647","539","29910","","","","4235","1500","","1323","29910","","minimize"
"gurobi_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-05.dzn","OPTIMAL_SOLUTION","12.089964361046441","0","","1","32150","","","","5035","11.3841","","","","","","2774","","","","","3253","29533","endtimes_appear-cp2025","4.63492","","29533","","","60","","17845","","12451","29533","","minimize"
"cpsat_fixed_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","OPTIMAL_SOLUTION","3.4894723009783775","0","","2","2521","127052","48","","980","0.695265","","1310","","","","","","","","","2689","18568","endtimes_appear-cp2025","0.53003","476","18568","","","","3215","1261","","1080","18568","","minimize"
"chuffed_fixed_fixedorderrestart_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-03.dzn","SATISFIED","302.1654044879833","0","","2","14372","","","","13398","","","1089","","","","","","","","","16279","","endtimes_appear-cp2025","1.31209","","","","","","11838","1882","","624","41983","","minimize"
"chuffed_fixed_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-01.dzn","OPTIMAL_SOLUTION","1.2749205731088296","0","-682732446","1","728","2603","0","0.0","491","0.015","","131","513","0.62","0.014","","0.63","447059","1","0.0","862","3263","endtimes_appear-cp2025","0.261556","446544","","58","996","58","840","286","0","79","3263","0","minimize"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-06.dzn","OPTIMAL_SOLUTION","1.3129280329449102","0","514772398","1","1474","5620","0","0.0","1260","0.018","","242","422","0.538","0.017","","2.11","586394","1","0.0","1898","2050","endtimes_appear-cp2025","0.313513","585970","","106","2331","106","1772","418","0","136","2050","0","minimize"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-03.dzn","OPTIMAL_SOLUTION","3.4214355930453166","0","-1548724684","1","12575","2958388","304","0.0","9353","0.458","","1372","3413","0.821","0.19","","10.68","45843","1","0.0","12243","28976","endtimes_appear-cp2025","1.32973","42428","","360","20118","2136","10042","3401","1473","1480","28976","304","minimize"
"cpotimizer_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-06.dzn","SATISFIED","302.20457267796155","0","","13","15008","","133862","","14651","298.76","","1089","","0.84","","","","1961","","351.0","16920","41451","endtimes_appear-cp2025","1.2595","","41075","","10527","278610","12154","1875","","","41451","","minimize"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-02.dzn","OPTIMAL_SOLUTION","37.06771049904637","0","","75","5058","7166906","12386","","1836","30.3588","","2583","","","","","","","","","5067","51517","endtimes_appear-cp2025","1.01447","1108","51517","","","","6255","2652","","2286","51517","","minimize"
"cpsat_fixed_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-05.dzn","SATISFIED","301.16220407700166","0","","2","4547","19100185","45967","","1773","19.8505","","2403","","","","","","","","","4876","56010","endtimes_appear-cp2025","0.932842","1097","55120","","","","5913","2349","","2043","56010","","minimize"
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-02.dzn","OPTIMAL_SOLUTION","61.85313807090279","0","-1815358193","4","86704","406242429","13804","0.0","82513","49.507","","3525","6659","3.592","1.954","","2.11","164626","4","0.0","90793","124348","endtimes_appear-cp2025","5.75287","157965","","1269","163518","38737","56794","6631","19862","2534","124348","13804","minimize"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-02.dzn","OPTIMAL_SOLUTION","1.2653568579116836","0","-1497207408","1","3504","20656","3","0.0","2641","0.015","","468","1042","0.251","0.014","","0.42","14610","1","0.0","3780","9209","endtimes_appear-cp2025","0.572631","13566","","156","5422","161","3296","1036","2","375","9209","3","minimize"
"gurobi_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-04.dzn","OPTIMAL_SOLUTION","2.3712410889565945","0","","2","9521","","","","1907","1.9984","","","","","","1050","","","","","1307","9815","endtimes_appear-cp2025","1.45486","","9815","","","1","","5206","","3497","9815","","minimize"
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-02.dzn","SATISFIED","301.24943412002176","0","-2128439780","1","10495","828678022","250164","0.0","8626","298.828","","952","1793","0.545","0.052","","1.41","126003","17","0.0","11755","37958","endtimes_appear-cp2025","1.17597","124208","","355","18549","278456","8994","1786","27522","1442","37958","250164","minimize"
"cpotimizer_free_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-02.dzn","UNKNOWN","300.8120062269736","0","","0","5323","","12803471","","4503","299.2","","524","","0.29","","","","1608","","93.0","5657","","endtimes_appear-cp2025","0.799496","","13794","","5153","25685214","4894","1702","","","","","minimize"
"chuffed_fixed_fixedorderrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-04.dzn","SATISFIED","302.149095504079","0","","3","12947","","","","10924","","","1248","","","","","","","","","13804","","endtimes_appear-cp2025","1.40811","","","","","","10730","2609","","990","37792","","minimize"
"chuffed_fixed_priorityrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-06.dzn","OPTIMAL_SOLUTION","2.9885593379149213","0","295327389","1","11107","189069","39","0.0","9237","0.062","","1092","2346","0.826","0.037","","1.41","31197","1","0.0","11801","30880","endtimes_appear-cp2025","1.27535","28849","","366","18701","425","9228","2332","20","864","30880","39","minimize"
"cpsat_fixed_standard_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-02.dzn","OPTIMAL_SOLUTION","1.4759487910196185","0","","1","1488","26031","0","","588","0.29664","","786","","","","","","","","","1597","6647","endtimes_appear-cp2025","0.363995","264","6647","","","","1929","738","","648","6647","","minimize"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t025-03.dzn","OPTIMAL_SOLUTION","8.46283342805691","0","878159873","2","40649","612656","17","0.0","34001","0.386","","2940","7171","2.612","0.293","","24.03","123281","2","0.0","40041","73379","endtimes_appear-cp2025","3.36355","116108","","770","70763","1593","28498","7148","38","3168","73379","17","minimize"
"cpsat_fixed_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-03.dzn","OPTIMAL_SOLUTION","34.59189194499049","0","","5","4998","26765766","36878","","1836","27.9216","","2583","","","","","","","","","5047","41867","endtimes_appear-cp2025","1.023409","1170","41867","","","","6255","2626","","2286","41867","","minimize"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t020-03.dzn","SATISFIED","302.6476073350059","0","","2","21897","","","","17314","","","1960","","","","","","","","","21445","","endtimes_appear-cp2025","2.2936","","","","","","16322","4849","","2119","63556","","minimize"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-04.dzn","UNKNOWN","300.5571053259773","0","","0","3063","","1046593","","2711","299.51","","378","","0.14","","","","928","","69.0","3560","","endtimes_appear-cp2025","0.48957","","9799","","2914","2097328","3064","853","","","","","minimize"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-02.dzn","OPTIMAL_SOLUTION","3.7601570669794455","0","1919600617","2","14433","261875","13","0.0","12358","0.117","","1248","2647","1.189","0.082","","10.68","38853","2","0.0","15257","40742","endtimes_appear-cp2025","1.43563","36204","","417","24918","899","11447","2633","53","987","40742","13","minimize"
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-06.dzn","OPTIMAL_SOLUTION","0.9695166050223634","0","184053011","1","638","2203","0","0.0","467","0.013","","131","256","0.324","0.012","","0.08","351649","1","0.0","808","886","endtimes_appear-cp2025","0.251788","351391","","55","893","55","828","253","0","79","886","0","minimize"
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-04.dzn","OPTIMAL_SOLUTION","1.8705450809793547","0","-629605742","1","5899","40479","9","0.0","3916","0.026","","784","2030","0.402","0.025","","2.11","23818","1","0.0","5660","16278","endtimes_appear-cp2025","0.880368","21786","","207","8764","216","5024","2022","0","850","16278","9","minimize"
"chuffed_fixed_fixedorderrestart_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-06.dzn","OPTIMAL_SOLUTION","3.3288345159962773","0","1998459544","1","12737","200850","39","0.0","9377","0.074","","1372","3490","0.877","0.047","","1.41","38823","1","0.0","12353","30880","endtimes_appear-cp2025","1.51614","35331","","366","20307","425","10054","3476","20","1480","30880","39","minimize"
"gurobi_free_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-04.dzn","OPTIMAL_SOLUTION","0.5821092689875513","0","","6","447","","","","226","0.3122","","","","","","","","","","","104","3996","endtimes_appear-cp2025","0.304012","","3996","","","1","","370","","402","3996","","minimize"
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-03.dzn","UNKNOWN","309.74541693390347","0","","0","155187","","","","150380","","","4760","","","","","","","","","161643","","endtimes_appear-cp2025","10.1196","","","","","","96470","8441","","3162","","","minimize"
"cpsat_fixed_standard_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-02.dzn","SATISFIED","303.23320423893165","0","","3","10657","13992221","4008","","4080","23.1921","","5740","","","","","","","","","10996","103570","endtimes_appear-cp2025","1.93315","2154","103345","","","","13900","5622","","5080","103570","","minimize"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-06.dzn","OPTIMAL_SOLUTION","1.3002291040029377","0","204207323","1","3867","17421","1","0.0","3356","0.014","","484","880","0.277","0.014","","0.63","12229","1","0.0","4661","10542","endtimes_appear-cp2025","0.559548","11347","","211","6381","212","3962","877","0","275","10542","1","minimize"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-01.dzn","SATISFIED","303.97788290306926","0","","11","103765","","","","8414","301.6574","358","","","","","6100","","","","","7667","108602","endtimes_appear-cp2025","18.0636","","108072.721291","","","952","","63388","","55680","108602","","minimize"
"chuffed_free_priority_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-02.dzn","OPTIMAL_SOLUTION","28.818886499968357","0","369244150","2","60102","41701677","2605","0.0","55574","14.67","","3120","6268","5.673","2.057","","36.04","664463","16","0.0","62496","103570","endtimes_appear-cp2025","4.43224","658193","","1017","110960","19470","40957","6243","14227","2466","103570","2605","minimize"
"cpsat_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-05.dzn","UNKNOWN","0.5128907810430974","0","","0","122","0","0","","","0.004459","","","","","","","","","","","42","0","endtimes_appear-cp2025","0.186937","0","0","","","","","50","","","","","minimize"
"chuffed_fixed_standardrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-05.dzn","OPTIMAL_SOLUTION","1.9913688469678164","0","1249889562","1","7389","133180","7","0.0","5943","0.049","","780","1736","0.504","0.032","","3.16","35630","1","0.0","7843","19259","endtimes_appear-cp2025","0.852161","33892","","262","12103","332","6264","1726","63","624","19259","7","minimize"
"gurobi_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-04.dzn","OPTIMAL_SOLUTION","12.164465395966545","0","","7","18908","","","","3536","11.5806","27","","","","","1748","","","","","2140","34689","endtimes_appear-cp2025","2.90723","","34689","","","258","","10384","","6947","34689","","minimize"
"cpsat_fixed_standard_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-05.dzn","OPTIMAL_SOLUTION","2.1485361150698736","0","","2","2071","67528","33","","788","0.512162","","1068","","","","","","","","","2178","6248","endtimes_appear-cp2025","0.515915","356","6248","","","","2628","1058","","908","6248","","minimize"
"chuffed_fixed_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-01.dzn","OPTIMAL_SOLUTION","0.6138521700631827","0","-2075289130","1","755","2518","0","0.0","516","0.007","","136","297","0.048","0.007","","0.63","6952","1","0.0","882","1779","endtimes_appear-cp2025","0.268855","6653","","55","1045","55","866","293","0","93","1779","0","minimize"
"chuffed_fixed_priority_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-05.dzn","OPTIMAL_SOLUTION","1.7724996550241485","0","870442409","1","6436","666184","166","0.0","5736","0.1","","605","1131","0.449","0.016","","3.16","28832","1","0.0","7406","19259","endtimes_appear-cp2025","0.690395","27699","","262","11054","853","5723","1125","425","349","19259","166","minimize"
"cpsat_fixed_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-02.dzn","OPTIMAL_SOLUTION","56.90328021009918","0","","1","3275","69706675","122858","","560","54.0662","","1834","","","","","","","","","3689","37958","endtimes_appear-cp2025","0.729589","1738","37958","","","","4494","1692","","2324","37958","","minimize"
"chuffed_fixed_fixedorderrestart_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-04.dzn","SATISFIED","302.04489487898536","0","","3","11475","","","","10584","","","968","","","","","","","","","13152","","endtimes_appear-cp2025","1.16532","","","","","","9860","1686","","550","37792","","minimize"
